lipophil	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_1	unknown_2.1	unknown_2.2	unknown_2.3	unknown_2.4	fibre	trans_fibre_gland	trans_fibre_epithelia	gland_1	epithelia_gland_like	epithelia_unknown_1	epithelia_ventral	trans_epithelia_ventral_peptidergic	trans_epithelia_dorsal_ventral	epithelia_dorsal_like	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_iota_like	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_001770	536	43	61	2	54	14	21	5	40	1252	4	40	255	74	2	423	35	168	791	238	4	49	26	6	4	4	16	6	32	3	17	8	15	3	0	12	3	0
TrH2_TrispH2_001771	84	3	9	0	20	2	6	0	18	134	1	3	42	18	0	71	3	20	93	30	1	8	8	2	0	1	4	1	14	2	3	1	1	1	1	1	0	0
TrH2_TrispH2_001772	1109	50	165	0	172	79	106	10	182	1439	6	47	846	248	7	960	48	216	915	589	17	64	40	25	6	6	39	16	113	8	59	27	59	15	4	25	9	1
TrH2_orphan_194	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_195	5	1	0	0	1	0	0	0	1	8	0	0	6	1	0	1	0	3	4	7	0	1	1	0	0	0	0	1	2	0	0	0	0	2	0	1	0	0
TrH2_TrispH2_001778	5	0	0	0	3	0	0	2	0	5	0	0	4	2	0	8	1	1	4	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TrH2_TrispH2_001779	146	8	11	3	26	8	31	5	33	137	3	8	105	37	7	135	7	20	48	67	5	11	6	4	6	7	2	5	10	8	9	8	7	4	6	9	5	0
TrH2_TrispH2_001781	23	0	2	0	3	0	2	2	3	23	1	1	15	1	4	15	1	1	3	9	1	1	1	1	0	1	2	2	1	0	0	5	0	0	1	3	0	0
TrH2_TrispH2_001783	74	3	6	3	11	5	13	0	12	72	3	2	54	25	2	69	5	8	24	19	4	5	6	0	1	3	3	3	4	1	7	6	3	2	2	0	1	0
TrH2_TrispH2_001784	198	11	19	6	35	13	27	8	36	296	1	11	124	39	4	136	6	30	106	68	3	16	9	1	3	2	0	3	8	4	9	10	10	7	2	7	2	1
TrH2_TrispH2_001786	119	2	13	1	22	8	8	2	15	113	1	1	76	28	1	99	0	18	25	67	7	8	7	5	0	4	0	3	8	8	7	5	6	5	11	9	1	4
TrH2_TrispH2_001788	54	3	6	1	5	0	11	0	3	43	0	2	45	8	1	54	1	8	12	15	2	4	1	2	0	3	0	0	2	0	3	4	2	2	2	0	2	1
TrH2_TrispH2_001790	37	0	0	2	4	1	4	3	2	22	0	0	17	4	0	15	1	2	8	10	1	2	3	0	1	0	0	1	4	1	0	1	1	1	1	0	0	0
TrH2_TrispH2_001792	689	29	35	10	83	20	77	18	86	822	10	60	456	166	6	468	18	108	334	241	20	39	37	17	3	20	6	12	43	11	38	23	33	14	22	20	10	3
TrH2_TrispH2_001793	2	0	0	0	2	0	0	0	1	1	0	0	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_001795	150	3	9	4	36	13	21	6	35	190	1	11	120	33	2	120	4	31	61	69	9	6	9	4	1	13	10	2	9	2	12	6	12	2	3	2	5	0
TrH2_TrispH2_001797	58	1	4	1	11	4	6	3	7	52	2	4	52	27	1	56	2	9	28	33	1	6	4	4	1	4	3	2	3	3	10	3	9	4	3	4	1	1
TrH2_TrispH2_001806	22	0	2	1	6	0	1	0	4	18	0	0	12	4	0	16	0	4	2	11	2	1	1	2	0	0	2	0	0	1	2	3	1	0	3	1	1	1
TrH2_TrispH2_001807	62	0	3	1	10	2	8	3	9	35	0	1	50	18	0	44	3	7	22	23	3	2	4	5	1	0	3	2	12	3	5	2	1	0	1	1	1	0
TrH2_TrispH2_001810	122	5	14	4	15	9	12	7	29	158	2	10	150	37	5	118	5	19	76	53	5	12	11	9	0	8	4	1	8	2	14	11	11	1	3	11	6	2
TrH2_TrispH2_001811	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001670	28	1	1	0	4	0	2	1	4	20	0	1	31	11	0	20	2	7	17	13	2	4	1	0	0	0	0	1	1	0	1	0	2	3	1	0	1	2
TrH2_TrispH2_001671	69	3	6	2	10	1	6	0	10	116	1	7	37	9	3	44	2	7	30	25	1	4	3	1	1	2	1	1	4	1	4	1	3	4	3	1	1	2
TrH2_TrispH2_001672	202	6	11	4	26	17	29	11	38	225	1	8	170	53	5	181	5	42	109	97	4	18	17	6	5	11	5	6	17	5	18	5	11	1	7	5	3	3
TrH2_TrispH2_001673	136	8	7	1	20	3	12	2	15	257	2	12	85	32	1	110	7	41	105	58	2	9	10	1	2	1	8	1	9	1	12	4	4	3	0	2	3	1
TrH2_TrispH2_001675	23	0	0	0	1	4	1	0	7	12	0	0	18	5	1	20	0	1	6	8	0	0	2	0	0	5	0	1	5	0	0	1	0	0	0	0	0	1
TrH2_TrispH2_001676	118	1	2	3	27	5	21	4	33	52	0	0	88	24	4	85	4	10	25	49	4	8	11	1	1	2	4	5	13	3	10	3	10	4	4	0	4	3
TrH2_orphan_196	9	0	0	0	2	2	0	0	1	5	0	0	3	2	0	1	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
TrH2_TrispH2_001680	63	1	3	0	7	1	6	5	11	54	2	1	51	15	0	44	1	5	23	23	3	1	3	6	1	2	2	0	5	3	3	2	3	0	1	2	0	0
TrH2_TrispH2_001682	1063	21	49	15	210	64	122	74	240	819	9	16	907	320	22	863	46	130	367	510	44	109	45	30	8	34	43	46	88	28	116	55	55	39	23	37	38	25
TrH2_TrispH2_001686	67	0	2	3	13	3	3	2	11	66	0	2	49	18	2	54	1	17	34	28	5	4	2	0	2	2	3	3	3	2	3	3	2	2	1	2	0	0
TrH2_TrispH2_001687	49	2	1	0	3	2	6	1	3	31	1	0	30	10	0	41	2	7	11	18	1	1	3	2	1	0	1	1	4	2	4	3	3	1	1	0	0	0
TrH2_TrispH2_001689	33	0	0	0	0	2	0	0	6	8	0	0	10	3	0	15	1	0	4	12	0	0	0	3	0	0	2	3	0	1	2	0	0	0	0	1	2	0
TrH2_TrispH2_001691	71	5	4	0	15	2	4	4	14	51	0	2	53	15	3	47	2	11	17	34	7	3	3	1	2	2	5	6	3	0	1	4	1	0	1	0	1	3
TrH2_TrispH2_001693	1284	21	66	23	178	61	152	58	176	1133	21	40	883	309	17	858	18	127	407	511	45	79	102	29	18	37	27	37	59	32	96	52	64	24	48	56	22	10
TrH2_TrispH2_001694	18	0	1	0	3	1	3	3	4	12	1	0	13	4	0	25	0	4	7	10	2	6	2	1	0	0	0	2	0	0	0	0	0	1	0	3	0	0
TrH2_TrispH2_001696	868	25	40	14	148	38	112	39	159	799	18	24	667	253	8	604	23	114	281	319	43	55	67	29	22	36	19	19	65	19	86	45	47	14	33	33	19	5
TrH2_TrispH2_001697	52	1	0	2	8	2	3	0	9	28	0	0	33	15	0	46	1	5	14	31	2	7	3	1	1	4	3	0	2	2	5	2	2	1	1	2	3	1
TrH2_TrispH2_001698	111	4	5	1	6	7	18	4	17	113	2	2	82	33	2	67	0	12	42	50	3	16	5	4	1	2	7	1	7	2	11	2	7	1	2	2	2	2
TrH2_TrispH2_001699	59	1	3	0	8	4	8	3	10	34	1	1	50	15	2	42	1	6	13	21	2	4	4	1	0	2	0	1	5	2	11	1	4	4	0	1	1	2
TrH2_TrispH2_001701	140	7	4	3	21	5	17	6	25	143	1	10	59	22	3	108	8	16	64	42	9	14	8	1	1	4	5	3	19	4	6	4	4	4	4	6	3	1
TrH2_TrispH2_001703	256	6	16	6	37	15	35	8	43	216	4	9	183	81	8	215	11	24	81	112	13	20	14	11	3	5	4	2	14	7	30	15	18	6	12	5	3	3
TrH2_TrispH2_001704	111	3	1	0	18	2	7	0	22	34	0	0	43	14	3	59	6	9	15	23	3	6	6	0	0	0	3	1	4	7	11	8	13	2	1	1	2	0
TrH2_TrispH2_001705	51	1	6	4	8	0	14	1	4	56	1	1	35	6	0	38	4	6	33	25	1	8	2	0	0	2	2	2	3	1	2	1	3	0	3	2	1	0
TrH2_TrispH2_001706	171	1	5	5	18	7	20	9	14	100	6	4	98	30	0	101	1	8	57	56	9	12	5	5	2	2	4	4	5	5	7	8	7	6	5	3	2	2
TrH2_TrispH2_001707	75	1	5	1	16	5	9	4	11	70	2	4	48	27	1	69	1	7	22	34	1	7	2	2	2	3	3	2	2	4	6	3	7	1	1	3	0	0
TrH2_TrispH2_001708	560	16	33	11	106	23	65	23	78	511	7	30	411	140	8	456	18	76	216	238	31	42	35	12	13	24	22	19	33	13	53	30	47	16	24	17	13	3
TrH2_TrispH2_001710	118	9	5	1	22	5	11	2	24	108	2	2	83	31	2	111	7	20	40	61	3	6	9	3	0	6	5	2	7	4	19	3	5	3	5	3	1	3
TrH2_TrispH2_001711	269	6	12	5	32	20	32	8	52	292	1	6	192	71	1	194	4	39	134	82	7	18	15	4	4	9	10	6	16	10	18	7	19	4	7	7	8	2
TrH2_TrispH2_001713	41	1	2	0	7	2	6	1	8	40	0	4	39	10	2	34	2	6	20	16	3	3	3	1	0	3	2	2	2	1	4	1	3	2	2	0	0	0
TrH2_TrispH2_001714	73	3	1	0	9	5	7	1	8	56	0	3	44	19	3	54	2	9	22	27	3	1	7	0	2	2	1	1	7	1	6	1	5	2	3	3	2	1
TrH2_TrispH2_001717	135	0	3	3	21	8	5	3	13	123	1	7	76	29	0	95	2	7	39	45	2	11	16	4	2	4	3	2	6	3	10	3	7	3	2	0	2	0
TrH2_TrispH2_001720	175	4	7	6	35	10	24	8	32	147	2	3	117	56	2	154	5	15	41	71	5	16	14	4	4	11	4	5	9	4	8	8	12	3	10	8	5	2
TrH2_TrispH2_001724	69	0	2	1	9	1	6	2	9	84	4	3	43	18	0	53	6	3	25	21	1	4	7	3	0	1	3	5	4	2	5	7	3	2	0	2	3	1
TrH2_TrispH2_001726	140	1	6	1	30	6	25	7	28	136	0	5	102	49	6	98	8	21	40	69	4	16	20	2	2	6	7	4	8	2	12	5	12	3	6	5	3	1
TrH2_orphan_197	8	0	0	0	0	3	0	0	1	5	0	0	5	4	0	4	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TrH2_TrispH2_001729	46	0	0	3	6	5	16	3	12	33	1	0	42	17	0	28	4	8	11	24	1	9	2	0	0	3	2	0	6	4	5	0	5	2	1	0	0	1
TrH2_TrispH2_001730	60	3	1	0	11	4	6	2	8	58	0	0	51	13	0	51	1	11	17	28	3	2	2	2	4	1	1	5	5	3	7	2	3	3	3	1	1	1
TrH2_TrispH2_001733	138	3	11	6	22	10	15	2	27	147	1	7	108	44	1	112	6	13	69	59	3	5	10	2	0	3	3	5	12	5	16	8	5	3	3	5	5	1
TrH2_TrispH2_001736	56	2	4	4	6	2	5	1	10	44	0	3	30	14	0	36	2	5	23	23	0	3	3	2	0	2	2	0	5	0	1	0	2	0	2	1	1	2
TrH2_orphan_198	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001738	45	1	1	2	4	1	2	1	6	55	0	2	29	9	0	37	0	9	19	20	1	2	5	0	0	1	1	2	0	0	7	1	2	1	0	1	2	0
TrH2_TrispH2_001740	68	1	1	3	13	4	18	4	22	86	0	1	56	23	1	62	4	4	33	35	1	9	5	2	1	3	3	4	7	4	8	5	4	4	2	3	9	4
TrH2_TrispH2_001743	77	3	1	0	13	3	13	3	15	69	1	0	63	21	1	64	1	9	27	34	2	7	5	3	1	2	1	1	3	2	7	0	2	3	0	3	1	2
TrH2_TrispH2_001744	189	12	12	3	29	9	24	4	32	301	5	26	136	37	3	161	6	40	106	91	3	12	13	5	1	2	3	5	16	1	18	7	8	7	5	4	2	1
TrH2_TrispH2_001746	79	0	4	4	7	2	11	0	18	59	0	2	46	12	1	49	0	5	27	36	1	3	2	1	0	1	0	0	6	0	8	5	1	2	1	3	1	0
TrH2_TrispH2_001747	13	0	0	0	2	1	2	1	2	6	0	0	13	3	0	8	2	2	2	3	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1
TrH2_TrispH2_001748	90	7	5	3	13	4	7	4	15	149	2	15	51	26	4	63	6	32	81	42	4	6	7	0	2	4	0	4	5	3	7	4	0	1	0	9	0	0
TrH2_TrispH2_001749	11	0	0	0	1	0	0	0	1	7	0	0	9	0	0	4	0	1	0	5	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0
TrH2_TrispH2_001750	126	7	11	2	29	4	24	4	24	121	1	8	105	46	2	108	9	21	58	62	1	13	5	3	1	2	4	5	5	3	13	5	8	7	8	6	2	1
TrH2_TrispH2_001751	75	2	6	0	13	9	13	2	18	75	1	7	55	24	2	54	3	10	36	33	4	6	2	1	4	2	1	3	4	3	3	6	2	3	4	3	0	3
TrH2_TrispH2_001752	100	2	9	1	15	3	12	6	21	89	2	1	65	25	0	86	0	16	37	34	4	6	5	5	1	3	2	3	6	3	8	6	2	3	0	2	1	2
TrH2_TrispH2_001754	34	2	5	2	7	0	5	1	8	30	0	0	33	15	1	38	1	3	17	14	0	5	0	0	1	1	2	1	3	0	3	5	4	1	2	0	2	0
TrH2_TrispH2_001756	306	2	16	7	45	7	38	8	55	246	6	4	190	101	3	205	11	34	92	117	10	28	27	10	4	7	14	8	19	10	33	12	27	8	15	14	17	6
TrH2_TrispH2_001758	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001760	72	2	0	1	15	2	7	1	10	57	0	3	53	20	3	64	1	9	31	27	1	2	5	0	2	1	4	2	6	2	6	1	4	2	4	3	2	0
TrH2_TrispH2_001762	280	9	16	2	46	17	36	13	40	335	3	20	201	74	1	221	11	43	165	122	5	28	15	8	5	10	9	9	14	2	21	4	13	9	7	14	6	3
TrH2_TrispH2_001763	91	12	5	2	10	5	16	6	16	133	3	6	66	28	3	83	3	21	45	43	2	5	12	2	3	3	1	5	9	1	13	2	5	2	5	1	1	1
TrH2_TrispH2_001764	127	2	1	0	3	0	11	3	61	248	0	11	46	74	12	95	0	80	89	54	11	9	1	0	8	6	3	0	8	10	6	10	4	3	2	4	0	0
TrH2_TrispH2_001765	28	1	0	1	4	1	6	0	5	39	1	1	37	4	2	43	4	4	9	18	1	1	1	0	1	0	1	0	4	4	9	1	0	3	0	3	0	0
TrH2_TrispH2_001766	191	7	0	1	15	1	13	3	35	259	5	11	140	29	6	100	3	40	49	56	6	3	17	0	5	3	9	8	7	6	10	15	4	1	0	7	2	7
TrH2_TrispH2_001767	18	1	1	0	3	1	3	1	1	21	0	1	14	4	0	8	0	1	3	2	0	0	1	0	1	0	0	0	0	4	2	1	2	0	0	1	0	0
TrH2_TrispH2_001768	2082	117	118	33	436	140	232	37	329	2075	19	36	1782	692	49	1442	37	205	920	1086	56	121	126	58	18	15	45	24	77	68	122	78	88	76	8	121	115	4
TrH2_TrispH2_001773	8	0	1	0	1	0	0	0	0	2	0	1	0	3	0	4	0	3	1	0	0	1	0	0	1	0	0	7	1	11	1	0	0	0	0	0	0	0
TrH2_TrispH2_001775	357	24	14	0	36	10	38	10	31	641	5	42	211	85	4	242	8	84	212	122	4	19	33	2	4	12	7	12	14	3	11	14	10	16	6	19	10	1
TrH2_TrispH2_001777	20	0	0	0	4	3	3	1	4	23	0	1	21	6	0	17	1	3	4	4	0	2	1	2	0	1	3	1	1	2	3	1	1	1	3	0	0	0
TrH2_TrispH2_001780	90	1	4	0	11	3	9	1	10	61	3	4	63	21	2	69	1	6	29	27	4	7	2	0	2	2	5	1	8	2	14	6	1	2	4	4	1	1
TrH2_TrispH2_001782	255	6	5	5	39	23	26	4	71	256	2	15	224	65	19	201	4	39	123	120	9	23	24	3	1	4	6	5	12	17	29	14	17	3	9	24	10	11
TrH2_TrispH2_001785	247	6	14	5	62	7	42	10	46	219	7	8	193	63	3	164	4	18	63	97	16	23	11	7	5	13	7	4	16	7	20	8	15	9	14	5	11	3
TrH2_TrispH2_001787	67	2	4	1	7	2	8	1	9	41	1	2	46	19	1	44	1	9	14	14	3	6	2	1	1	4	0	2	2	0	2	3	1	0	0	2	1	0
TrH2_TrispH2_001789	42	2	1	0	11	2	4	2	6	52	2	0	36	15	1	42	0	7	16	15	6	2	3	1	0	1	0	0	5	2	7	1	4	4	3	1	1	0
TrH2_TrispH2_001791	37	1	0	0	0	2	6	3	6	30	0	1	26	17	2	26	2	4	18	21	1	5	3	0	1	3	1	2	2	1	1	1	0	3	1	1	1	1
TrH2_TrispH2_001794	186	2	12	2	27	6	24	5	28	163	1	7	126	51	1	139	2	16	67	67	8	18	13	1	4	12	8	4	15	4	18	10	10	5	7	11	2	2
TrH2_TrispH2_001796	272	8	22	10	51	18	44	13	46	284	5	11	221	90	2	227	10	32	110	137	6	21	15	16	2	13	6	6	20	7	32	11	16	7	5	11	10	5
TrH2_orphan_199	0	0	0	0	1	0	1	0	1	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_001798	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001799	56	1	5	2	8	4	9	2	13	55	1	4	42	13	2	47	1	8	27	23	3	3	5	1	0	1	2	3	2	1	6	5	4	1	3	5	1	0
TrH2_TrispH2_001801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001803	13	0	0	0	0	0	2	0	6	14	0	0	7	2	0	9	0	1	5	8	0	2	1	0	0	0	0	0	1	0	1	1	2	0	0	3	0	0
TrH2_TrispH2_001804	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_001805	134	4	8	0	20	7	22	7	18	110	3	5	91	35	4	89	1	12	45	47	6	5	7	2	0	3	3	0	7	3	15	6	7	7	3	2	2	0
TrH2_TrispH2_001808	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
TrH2_TrispH2_001809	138	6	5	4	13	8	18	0	30	113	0	7	97	33	3	109	4	11	51	57	7	5	9	3	4	6	6	4	7	5	16	4	16	2	3	2	7	4
TrH2_TrispH2_001812	197	3	18	3	32	5	21	12	29	152	0	8	127	52	4	182	2	17	71	86	9	21	9	8	0	10	9	4	17	4	29	11	13	1	9	9	2	4
TrH2_TrispH2_001814	76	3	5	4	13	2	9	4	14	84	2	9	57	19	1	63	2	17	39	31	3	5	5	1	0	4	1	0	3	1	6	5	4	1	2	1	4	4
TrH2_TrispH2_001817	5	0	0	0	1	0	1	0	1	6	0	0	4	1	0	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0
TrH2_TrispH2_001819	122	1	4	4	24	7	15	2	28	96	0	3	87	27	3	90	1	11	37	51	4	14	9	3	2	3	0	3	3	7	12	4	11	4	3	5	7	1
TrH2_TrispH2_001821	80	2	7	1	8	4	12	1	13	73	0	5	48	15	0	53	0	5	23	33	7	1	3	0	0	3	2	2	3	3	5	7	5	0	1	0	2	2
TrH2_orphan_200	20	1	0	0	1	0	5	0	3	14	0	0	9	3	0	17	1	1	7	15	0	2	2	1	1	0	0	0	0	2	2	1	1	0	0	0	0	0
TrH2_TrispH2_001829	109	9	6	0	15	4	11	6	15	156	1	7	95	28	2	72	1	15	44	33	4	3	8	1	1	3	2	4	3	2	8	7	13	0	3	9	8	1
TrH2_TrispH2_001832	192	0	5	6	26	1	31	7	33	165	1	5	132	53	3	157	11	16	65	89	3	17	15	8	5	4	8	3	19	2	18	8	15	1	7	3	6	4
TrH2_TrispH2_001834	154	5	3	6	17	10	17	3	20	134	0	4	85	37	2	103	6	20	56	62	4	5	9	0	0	5	3	3	5	3	12	8	8	1	3	3	7	5
TrH2_TrispH2_001837	95	5	4	2	18	1	2402	3	17	556	2	6	43	27	3	70	5	7	209	33	1	10	8	2	3	1	4	2	3	3	12	2	10	0	0	5	4	0
TrH2_TrispH2_001839	118	5	4	5	18	6	14	1	25	90	0	7	73	35	4	91	3	13	39	49	7	9	4	1	2	9	2	1	8	2	9	8	15	5	5	7	1	2
TrH2_TrispH2_001840	9549	224	401	159	1562	438	1220	472	1518	8009	125	223	7209	2590	141	7027	246	964	2988	3897	362	677	572	247	125	326	272	261	673	258	889	434	554	245	293	390	342	100
TrH2_orphan_201	10	0	0	0	2	1	4	3	1	5	0	0	11	0	0	6	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	1	0	0
TrH2_TrispH2_001842	5	0	0	0	1	0	1	0	1	2	0	0	2	2	0	7	0	0	3	2	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
TrH2_orphan_202	4	0	0	0	0	1	1	0	3	2	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001844	71	3	0	1	14	3	23	7	12	61	0	4	57	35	2	78	2	8	31	40	5	4	2	3	3	3	3	1	4	3	10	2	4	1	3	4	4	0
TrH2_TrispH2_001846	46	0	2	1	10	2	6	2	6	55	0	4	35	20	1	47	3	5	24	19	2	1	2	0	0	2	0	1	6	1	4	0	4	3	0	1	0	3
TrH2_TrispH2_001848	127	2	1	1	18	7	26	4	22	115	1	8	71	34	5	93	0	20	42	40	5	7	9	4	0	5	2	2	5	4	12	5	10	6	5	2	2	2
TrH2_TrispH2_001850	57	0	4	1	10	3	2	4	9	52	0	1	40	19	0	47	1	2	19	20	2	8	2	0	0	1	1	3	8	0	5	3	3	1	0	1	3	0
TrH2_TrispH2_001852	196	5	7	2	34	5	36	9	36	201	1	7	156	65	2	168	3	14	81	90	14	19	5	2	1	11	13	5	12	7	19	11	14	3	8	4	15	2
TrH2_TrispH2_001855	756	26	30	11	133	46	116	38	117	702	11	25	618	207	14	587	21	82	299	277	45	66	63	25	21	28	22	19	60	21	73	48	38	28	37	33	30	5
TrH2_TrispH2_001857	469	13	22	6	55	21	73	25	97	416	4	15	364	126	3	372	9	43	159	198	21	37	28	20	7	19	13	10	29	9	53	25	15	14	20	25	13	7
TrH2_orphan_203	13	0	1	0	7	1	4	1	1	14	0	1	11	4	0	15	0	1	6	7	1	0	0	1	0	1	0	0	1	0	2	1	2	0	0	1	0	0
TrH2_TrispH2_001859	1	0	0	0	1	0	0	0	1	2	0	0	2	1	0	2	0	0	2	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001861	4	0	0	1	1	1	1	1	0	5	0	0	6	0	0	7	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
TrH2_TrispH2_001864	211	5	6	11	19	8	29	6	42	163	1	11	184	44	9	172	4	14	67	102	7	7	14	4	1	9	9	1	9	3	18	5	10	9	2	11	5	3
TrH2_TrispH2_001867	79	1	2	7	16	0	8	3	13	48	2	3	59	16	0	54	3	5	15	24	5	5	4	2	0	5	2	1	4	1	10	4	7	1	6	1	2	0
TrH2_TrispH2_001869	80	2	3	2	8	2	4	2	9	90	1	1	46	17	1	41	1	6	30	26	2	3	3	0	1	1	5	2	3	2	5	1	4	3	2	2	1	1
TrH2_TrispH2_001871	61	0	2	2	12	2	10	4	13	57	0	0	53	17	0	45	1	7	21	35	2	4	1	1	0	5	1	4	4	2	4	2	3	5	1	1	0	0
TrH2_orphan_204	18	0	1	0	0	3	5	2	3	9	0	0	20	7	0	7	1	0	1	7	1	2	0	0	0	0	1	0	0	0	0	5	5	0	1	3	0	0
TrH2_orphan_205	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001873	39	1	0	0	7	5	2	0	3	24	0	1	32	11	1	32	0	4	15	9	1	2	4	0	0	0	1	0	3	0	1	0	0	0	1	0	1	0
TrH2_orphan_206	20	1	0	0	8	1	1	1	3	21	0	1	7	8	0	12	0	1	6	8	3	3	0	0	0	1	0	0	4	0	1	1	1	3	0	0	0	0
TrH2_TrispH2_001875	215	1	10	10	35	5	23	13	42	229	3	16	148	67	4	147	4	33	96	95	10	12	10	3	3	8	1	7	14	7	21	4	13	4	4	5	5	6
TrH2_TrispH2_001876	4251	135	227	62	681	187	506	183	712	4221	56	185	3127	1201	101	3219	153	498	1512	1700	149	328	278	118	50	168	128	136	267	113	382	173	241	130	143	170	116	45
TrH2_TrispH2_001877	477	13	18	10	64	24	58	26	63	461	5	15	369	117	10	339	8	46	179	189	21	47	31	18	8	14	13	10	31	20	26	28	33	11	25	15	18	7
TrH2_TrispH2_001880	96	2	2	0	12	1	6	5	14	109	1	3	73	21	1	76	1	13	29	42	4	5	7	6	3	2	2	0	5	0	7	5	6	2	10	2	2	2
TrH2_TrispH2_001882	31	1	0	1	3	3	5	2	3	22	0	0	18	3	0	22	1	4	10	14	1	0	0	0	1	2	1	1	3	2	2	1	0	2	0	1	2	0
TrH2_TrispH2_001884	49	0	0	0	9	2	5	1	4	38	0	1	38	5	0	31	0	4	14	21	5	2	2	2	0	1	1	0	0	0	1	2	2	0	1	3	1	0
TrH2_TrispH2_001886	82	2	7	2	9	2	4	3	18	78	0	2	63	18	2	55	4	11	43	32	2	3	1	2	2	4	3	1	4	4	4	4	2	5	4	1	3	2
TrH2_TrispH2_001888	172	3	11	7	27	7	23	8	18	144	2	4	116	54	1	106	4	17	55	62	6	18	7	7	2	4	7	3	12	7	20	7	12	6	4	8	5	3
TrH2_TrispH2_001890	149	5	5	2	27	11	20	12	25	144	2	1	144	45	1	125	3	15	43	74	6	14	12	5	1	2	0	7	11	5	16	2	4	2	12	10	2	0
TrH2_TrispH2_001892	111	2	2	0	17	6	11	3	12	87	1	2	78	29	0	87	4	6	27	44	4	6	13	4	1	4	3	1	8	5	9	3	9	4	1	3	3	2
TrH2_TrispH2_001895	129	5	3	5	12	3	11	5	20	115	1	0	86	26	4	111	2	13	48	51	7	16	9	1	0	2	3	1	6	5	6	6	10	2	3	1	4	2
TrH2_TrispH2_001897	122	4	9	6	24	10	8	5	24	111	4	4	112	32	0	99	4	14	39	54	7	7	16	3	1	4	6	10	9	1	15	3	16	8	2	2	3	1
TrH2_TrispH2_001899	332	14	13	3	72	23	37	5	47	354	2	11	281	90	2	298	9	56	140	136	18	29	21	4	5	9	14	9	15	7	37	8	18	10	11	11	4	3
TrH2_TrispH2_001901	6	1	0	0	0	0	4	0	2	5	0	0	5	0	1	1	3	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_001903	47	1	0	0	6	2	7	0	2	58	0	3	34	12	0	31	0	7	34	16	1	1	4	2	0	0	0	0	1	3	4	0	4	2	0	3	0	1
