lipophil	trans	unknown_1	unknown_2	fibre	gland	epithelia_gland_like	epithelia	peptidergic
TrH2_TrispH2_001715	574	207	101	206	589	426	152	911	426
TrH2_TrispH2_001716	418	185	73	175	453	336	115	758	352
TrH2_TrispH2_001718	5080	2264	451	1277	8944	2893	950	7734	2628
TrH2_TrispH2_001719	148	63	12	36	247	103	28	223	101
TrH2_TrispH2_001721	81	23	9	30	58	60	18	82	43
TrH2_TrispH2_001722	36	17	7	21	25	24	15	58	28
TrH2_TrispH2_001723	20	11	4	5	16	12	3	29	10
TrH2_TrispH2_001725	102	47	11	38	127	70	21	195	77
TrH2_orphan_188	13	4	0	9	7	12	4	10	8
TrH2_TrispH2_001727	41	5	5	19	28	33	18	62	39
TrH2_TrispH2_001728	54	10	6	18	76	43	13	82	32
TrH2_orphan_189	1	3	0	1	0	0	0	3	0
TrH2_orphan_190	13	1	3	2	1	0	2	13	5
TrH2_TrispH2_001731	172	63	16	58	221	117	32	253	103
TrH2_TrispH2_001732	69	15	3	27	40	39	22	98	53
TrH2_TrispH2_001734	64	22	9	24	64	38	14	88	60
TrH2_orphan_191	105	51	20	34	135	74	28	184	90
TrH2_TrispH2_001735	259	84	34	78	260	170	67	406	175
TrH2_TrispH2_001737	219	41	41	70	136	124	70	336	167
TrH2_TrispH2_001739	10	3	1	1	11	4	1	10	3
TrH2_TrispH2_001741	69	22	13	31	92	65	23	144	61
TrH2_TrispH2_001742	110	50	17	56	110	85	25	211	88
TrH2_TrispH2_001745	12	10	1	2	15	4	1	18	3
TrH2_TrispH2_001753	244	72	33	84	225	154	54	331	167
TrH2_TrispH2_001755	53	18	9	9	51	34	14	95	42
TrH2_TrispH2_001757	57	22	9	23	74	39	16	108	43
TrH2_TrispH2_001759	198	66	32	62	192	141	48	311	139
TrH2_TrispH2_001761	638	159	88	215	580	490	133	881	453
TrH2_orphan_192	5	2	0	3	4	7	2	10	4
TrH2_orphan_193	6	3	2	1	5	5	1	6	4
TrH2_TrispH2_001769	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_001770	536	353	54	80	1252	255	74	1454	208
TrH2_TrispH2_001771	84	39	20	26	134	42	18	194	49
TrH2_TrispH2_001772	1109	532	172	377	1439	846	248	2471	533
TrH2_orphan_194	0	0	0	1	0	0	0	2	0
TrH2_orphan_195	5	4	1	1	8	6	1	12	8
TrH2_TrispH2_001778	5	2	3	2	5	4	2	14	4
TrH2_TrispH2_001779	146	60	26	77	137	105	37	257	112
TrH2_TrispH2_001781	23	6	3	7	23	15	1	31	19
TrH2_TrispH2_001783	74	30	11	30	72	54	25	114	51
TrH2_TrispH2_001784	198	84	35	84	296	124	39	314	97
TrH2_TrispH2_001786	119	36	22	33	113	76	28	192	98
TrH2_TrispH2_001788	54	21	5	14	43	45	8	82	30
TrH2_TrispH2_001790	37	5	4	10	22	17	4	33	17
TrH2_TrispH2_001792	689	270	83	201	822	456	166	1049	371
TrH2_TrispH2_001793	2	0	2	1	1	3	0	2	2
TrH2_TrispH2_001795	150	63	36	75	190	120	33	252	107
TrH2_TrispH2_001797	58	23	11	20	52	52	27	118	66
TrH2_TrispH2_001806	22	7	6	5	18	12	4	29	21
TrH2_TrispH2_001807	62	15	10	22	35	50	18	89	46
TrH2_TrispH2_001810	122	59	15	57	158	150	37	252	119
TrH2_TrispH2_001811	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_001670	28	12	4	7	20	31	11	50	19
TrH2_TrispH2_001671	69	28	10	17	116	37	9	102	38
TrH2_TrispH2_001672	202	77	26	95	225	170	53	392	147
TrH2_TrispH2_001673	136	78	20	32	257	85	32	274	73
TrH2_TrispH2_001675	23	1	1	12	12	18	5	35	15
TrH2_TrispH2_001676	118	20	27	63	52	88	24	163	90
TrH2_orphan_196	9	0	2	3	5	3	2	7	3
TrH2_TrispH2_001680	63	13	7	23	54	51	15	90	37
TrH2_TrispH2_001682	1063	286	210	500	819	907	320	1762	863
TrH2_TrispH2_001686	67	25	13	19	66	49	18	118	39
TrH2_TrispH2_001687	49	13	3	12	31	30	10	70	28
TrH2_TrispH2_001689	33	1	0	8	8	10	3	31	14
TrH2_TrispH2_001691	71	24	15	24	51	53	15	101	43
TrH2_TrispH2_001693	1284	316	178	447	1133	883	309	1793	837
TrH2_TrispH2_001694	18	6	3	11	12	13	4	42	17
TrH2_TrispH2_001696	868	258	148	348	799	667	253	1212	656
TrH2_TrispH2_001697	52	9	8	14	28	33	15	91	42
TrH2_TrispH2_001698	111	26	6	46	113	82	33	161	77
TrH2_TrispH2_001699	59	13	8	25	34	50	15	78	45
TrH2_TrispH2_001701	140	49	21	53	143	59	22	217	100
TrH2_TrispH2_001703	256	76	37	101	216	183	81	416	185
TrH2_TrispH2_001704	111	19	18	31	34	43	14	100	68
TrH2_TrispH2_001705	51	23	8	19	56	35	6	96	33
TrH2_TrispH2_001706	171	30	18	50	100	98	30	214	93
TrH2_TrispH2_001707	75	21	16	29	70	48	27	126	49
TrH2_TrispH2_001708	560	191	106	189	511	411	140	918	447
TrH2_TrispH2_001710	118	46	22	42	108	83	31	214	87
TrH2_TrispH2_001711	269	73	32	112	292	192	71	411	171
TrH2_TrispH2_001713	41	15	7	17	40	39	10	72	32
TrH2_TrispH2_001714	73	18	9	21	56	44	19	106	48
TrH2_TrispH2_001717	135	23	21	29	123	76	29	179	80
TrH2_TrispH2_001720	175	42	35	74	147	117	56	268	132
TrH2_TrispH2_001724	69	19	9	18	84	43	18	99	53
TrH2_TrispH2_001726	140	42	30	66	136	102	49	213	118
TrH2_orphan_197	8	0	0	4	5	5	4	9	2
TrH2_TrispH2_001729	46	16	6	36	33	42	17	63	41
TrH2_TrispH2_001730	60	16	11	20	58	51	13	96	49
TrH2_TrispH2_001733	138	47	22	54	147	108	44	241	94
TrH2_TrispH2_001736	56	20	6	18	44	30	14	82	26
TrH2_orphan_198	0	1	0	1	3	0	0	0	0
TrH2_TrispH2_001738	45	15	4	10	55	29	9	76	26
TrH2_TrispH2_001740	68	14	13	48	86	56	23	131	78
TrH2_TrispH2_001743	77	15	13	34	69	63	21	126	45
TrH2_TrispH2_001744	189	104	29	69	301	136	37	361	113
TrH2_TrispH2_001746	79	15	7	31	59	46	12	113	35
TrH2_TrispH2_001747	13	4	2	6	6	13	3	13	6
TrH2_TrispH2_001748	90	70	13	30	149	51	26	190	56
TrH2_TrispH2_001749	11	1	1	1	7	9	0	9	7
TrH2_TrispH2_001750	126	59	29	56	121	105	46	230	92
TrH2_TrispH2_001751	75	29	13	42	75	55	24	125	54
TrH2_TrispH2_001752	100	31	15	42	89	65	25	157	62
TrH2_TrispH2_001754	34	13	7	14	30	33	15	70	30
TrH2_TrispH2_001756	306	80	45	108	246	190	101	417	269
TrH2_TrispH2_001758	3	0	0	0	0	0	0	0	1
TrH2_TrispH2_001760	72	16	15	20	57	53	20	125	47
TrH2_TrispH2_001762	280	104	46	106	335	201	74	509	182
TrH2_TrispH2_001763	91	52	10	43	133	66	28	174	73
TrH2_TrispH2_001764	127	94	3	75	248	46	74	250	85
TrH2_TrispH2_001765	28	12	4	12	39	37	4	72	29
TrH2_TrispH2_001766	191	67	15	52	259	140	29	211	110
TrH2_TrispH2_001767	18	4	3	6	21	14	4	13	12
TrH2_TrispH2_001768	2082	565	436	738	2075	1782	692	3497	1220
TrH2_TrispH2_001773	8	5	1	0	2	0	3	5	22
TrH2_TrispH2_001775	357	177	36	89	641	211	85	580	197
TrH2_TrispH2_001777	20	5	4	11	23	21	6	25	22
TrH2_TrispH2_001780	90	19	11	23	61	63	21	127	66
TrH2_TrispH2_001782	255	76	39	124	256	224	65	463	221
TrH2_TrispH2_001785	247	62	62	105	219	193	63	327	194
TrH2_TrispH2_001787	67	20	7	20	41	46	19	73	30
TrH2_TrispH2_001789	42	12	11	14	52	36	15	74	41
TrH2_TrispH2_001791	37	8	0	17	30	26	17	67	28
TrH2_TrispH2_001794	186	42	27	63	163	126	51	274	152
TrH2_TrispH2_001796	272	98	51	121	284	221	90	476	209
TrH2_orphan_199	0	2	1	2	0	2	0	1	1
TrH2_TrispH2_001798	0	0	0	0	1	0	0	1	1
TrH2_TrispH2_001799	56	22	8	28	55	42	13	99	46
TrH2_TrispH2_001801	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_001803	13	1	0	8	14	7	2	22	11
TrH2_TrispH2_001804	0	0	0	0	0	1	0	1	4
TrH2_TrispH2_001805	134	33	20	54	110	91	35	185	78
TrH2_TrispH2_001808	1	0	0	0	1	1	0	1	2
TrH2_TrispH2_001809	138	37	13	56	113	97	33	220	110
TrH2_TrispH2_001812	197	51	32	67	152	127	52	343	169
TrH2_TrispH2_001814	76	42	13	29	84	57	19	134	50
TrH2_TrispH2_001817	5	0	1	2	6	4	1	12	6
TrH2_TrispH2_001819	122	24	24	52	96	87	27	181	95
TrH2_TrispH2_001821	80	20	8	30	73	48	15	109	46
TrH2_orphan_200	20	3	1	8	14	9	3	39	12
TrH2_TrispH2_001829	109	39	15	36	156	95	28	151	80
TrH2_TrispH2_001832	192	44	26	72	165	132	53	314	146
TrH2_TrispH2_001834	154	44	17	50	134	85	37	223	84
TrH2_TrispH2_001837	95	31	18	2423	556	43	27	315	70
TrH2_TrispH2_001839	118	37	18	46	90	73	35	183	97
TrH2_TrispH2_001840	9549	2342	1562	3648	8009	7209	2590	14053	7020
TrH2_orphan_201	10	1	2	9	5	11	0	12	9
TrH2_TrispH2_001842	5	0	1	2	2	2	2	12	6
TrH2_orphan_202	4	0	0	5	2	1	0	7	0
TrH2_TrispH2_001844	71	18	14	45	61	57	35	151	59
TrH2_TrispH2_001846	46	15	10	16	55	35	20	91	30
TrH2_TrispH2_001848	127	33	18	59	115	71	34	180	87
TrH2_TrispH2_001850	57	9	10	18	52	40	19	86	41
TrH2_TrispH2_001852	196	39	34	86	201	156	65	341	165
TrH2_TrispH2_001855	756	206	133	317	702	618	207	1177	662
TrH2_TrispH2_001857	469	112	55	216	416	364	126	732	365
TrH2_orphan_203	13	3	7	7	14	11	4	28	10
TrH2_TrispH2_001859	1	0	1	1	2	2	1	8	2
TrH2_TrispH2_001861	4	1	1	3	5	6	0	13	3
TrH2_TrispH2_001864	211	52	19	85	163	184	44	350	127
TrH2_TrispH2_001867	79	23	16	24	48	59	16	93	60
TrH2_TrispH2_001869	80	16	8	17	90	46	17	98	41
TrH2_TrispH2_001871	61	12	12	29	57	53	17	101	40
TrH2_orphan_204	18	2	0	13	9	20	7	15	18
TrH2_orphan_205	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_001873	39	6	7	10	24	32	11	57	14
TrH2_orphan_206	20	3	8	6	21	7	8	26	17
TrH2_TrispH2_001875	215	77	35	83	229	148	67	342	137
TrH2_TrispH2_001876	4251	1316	681	1588	4221	3127	1201	6532	3135
TrH2_TrispH2_001877	477	115	64	171	461	369	117	717	376
TrH2_TrispH2_001880	96	22	12	26	109	73	21	148	70
TrH2_TrispH2_001882	31	7	3	13	22	18	3	46	19
TrH2_TrispH2_001884	49	5	9	12	38	38	5	66	23
TrH2_TrispH2_001886	82	28	9	27	78	63	18	132	51
TrH2_TrispH2_001888	172	48	27	56	144	116	54	224	138
TrH2_TrispH2_001890	149	33	27	68	144	144	45	243	111
TrH2_TrispH2_001892	111	17	17	32	87	78	29	158	83
TrH2_TrispH2_001895	129	29	12	39	115	86	26	214	84
TrH2_TrispH2_001897	122	45	24	47	111	112	32	192	114
TrH2_TrispH2_001899	332	108	72	112	354	281	90	576	233
TrH2_TrispH2_001901	6	4	0	6	5	5	0	7	1
TrH2_TrispH2_001903	47	11	6	11	58	34	12	81	26
TrH2_TrispH2_001904	88	37	24	41	104	78	20	168	76
TrH2_TrispH2_001908	17	8	4	8	16	10	11	26	6
TrH2_TrispH2_001910	131	34	20	46	157	88	40	214	95
TrH2_TrispH2_001911	26	8	5	6	43	20	5	45	28
TrH2_TrispH2_001915	4	0	0	1	1	6	1	4	1
TrH2_orphan_207	0	1	0	0	0	1	0	0	0
TrH2_TrispH2_001918	88	30	10	29	95	50	16	112	52
TrH2_TrispH2_001921	155	53	24	55	155	97	31	251	92
TrH2_TrispH2_001923	163	26	27	69	149	137	45	271	125
TrH2_TrispH2_001925	545	170	67	186	527	339	156	792	377
TrH2_TrispH2_001927	6	0	0	5	2	3	1	8	4
TrH2_TrispH2_001929	77	20	10	30	107	51	26	118	52
TrH2_TrispH2_001930	22	6	3	7	29	13	4	25	15
TrH2_orphan_209	13	3	1	3	10	7	3	17	7
TrH2_TrispH2_001931	115	41	16	47	158	85	26	196	73
TrH2_TrispH2_001933	54	11	3	23	79	50	16	84	34
TrH2_TrispH2_001936	230	63	47	80	295	150	55	411	162
TrH2_orphan_210	13	2	1	3	5	13	0	22	6
TrH2_TrispH2_001938	34	9	2	10	28	28	5	42	17
TrH2_TrispH2_001940	58	27	16	16	46	36	13	88	32
TrH2_TrispH2_001941	226	77	23	89	221	156	49	330	142
TrH2_TrispH2_001943	71	27	14	31	68	51	21	133	59
TrH2_TrispH2_001946	4	0	1	0	13	10	2	13	0
TrH2_TrispH2_001813	59	22	13	26	83	43	14	98	40
TrH2_TrispH2_001815	81	15	14	30	46	58	25	101	44
TrH2_TrispH2_001818	27	8	3	6	22	15	4	38	21
TrH2_TrispH2_001820	173	41	30	82	161	128	50	262	138
TrH2_TrispH2_001822	291	162	28	83	365	153	47	507	181
TrH2_TrispH2_001823	43	33	5	10	66	28	9	81	20
TrH2_TrispH2_001824	131	39	13	60	161	100	37	181	105
TrH2_TrispH2_001825	82	30	16	25	97	47	19	161	73
TrH2_TrispH2_001826	106	28	20	57	98	90	32	192	67
TrH2_TrispH2_001827	32	14	2	12	59	22	5	54	24
TrH2_TrispH2_001828	177	46	32	68	141	129	41	267	138
TrH2_TrispH2_001830	93	27	10	39	111	76	16	142	85
TrH2_TrispH2_001831	387	84	67	147	252	280	80	506	308
TrH2_TrispH2_001833	73	19	6	22	64	35	18	86	41
TrH2_TrispH2_001836	485	185	68	161	589	353	107	725	337
TrH2_TrispH2_001838	102	23	20	46	70	66	25	160	63
TrH2_TrispH2_001841	212	44	42	77	171	147	49	304	148
TrH2_TrispH2_001843	28	5	2	8	15	12	8	42	18
TrH2_TrispH2_001845	374	100	42	135	381	244	89	573	256
TrH2_TrispH2_001847	58	23	3	20	57	37	8	82	26
TrH2_TrispH2_001849	333	60	52	107	246	223	80	454	253
TrH2_TrispH2_001851	13863	3485	2444	5479	11576	10467	3995	20495	10122
TrH2_TrispH2_001853	242	76	28	99	290	190	47	390	175
TrH2_TrispH2_001854	39	10	7	16	43	28	10	68	43
TrH2_TrispH2_001856	208	70	35	80	222	151	60	349	161
TrH2_TrispH2_001858	11181	3155	1901	4335	10247	8638	3044	17260	7905
TrH2_orphan_211	19	7	5	11	7	10	7	25	38
TrH2_TrispH2_001860	19	6	1	9	14	18	8	38	16
TrH2_TrispH2_001862	125	39	18	45	132	96	36	183	83
TrH2_TrispH2_001863	45	8	12	17	29	26	8	71	38
TrH2_TrispH2_001865	774	210	120	302	665	585	183	1238	565
TrH2_TrispH2_001866	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_001868	103	38	13	42	82	95	31	209	90
TrH2_TrispH2_001870	67	27	10	28	92	51	17	114	61
TrH2_TrispH2_001872	27	9	10	21	44	33	17	55	43
TrH2_TrispH2_001874	115	32	24	48	118	62	24	171	69
TrH2_TrispH2_001878	437	127	66	154	383	304	120	644	298
TrH2_TrispH2_001879	84	33	9	21	136	70	26	176	70
TrH2_TrispH2_001881	153	55	22	54	157	123	22	233	112
TrH2_TrispH2_001883	52	21	12	31	73	46	18	118	53
TrH2_TrispH2_001885	146	30	26	45	115	82	36	208	115
TrH2_TrispH2_001887	306	93	32	99	277	162	53	418	199
TrH2_TrispH2_001889	841	456	143	372	1181	676	213	1756	613
TrH2_TrispH2_001891	294	68	51	124	251	224	78	508	221
TrH2_TrispH2_001893	45	19	5	20	51	51	12	78	48
TrH2_TrispH2_001894	0	0	0	0	0	1	0	1	1
TrH2_TrispH2_001896	81	47	11	31	138	63	29	129	68
TrH2_TrispH2_001898	123	39	23	37	151	90	27	171	86
TrH2_TrispH2_001900	45	9	4	14	43	34	10	63	34
TrH2_TrispH2_001902	72	35	7	23	95	52	18	128	59
TrH2_TrispH2_001905	49	14	11	18	51	38	6	81	39
TrH2_TrispH2_001906	30	5	3	14	17	19	18	53	19
TrH2_TrispH2_001907	49	26	3	15	54	43	9	96	34
TrH2_TrispH2_001909	15	5	2	7	19	12	1	34	14
TrH2_TrispH2_001912	175	42	40	84	147	152	61	298	171
TrH2_TrispH2_001913	112	46	17	43	175	84	15	195	77
TrH2_TrispH2_001914	23	8	4	8	22	16	7	40	31
TrH2_orphan_212	12	0	1	3	8	10	3	8	10
TrH2_TrispH2_001916	0	0	0	0	0	1	0	3	2
TrH2_TrispH2_001917	91	31	18	24	115	52	21	159	55
TrH2_TrispH2_001919	94	33	8	40	114	52	17	100	43
TrH2_TrispH2_001920	1169	348	192	419	1118	863	314	1731	891
TrH2_orphan_213	49	9	11	25	31	31	10	56	32
TrH2_TrispH2_001922	191	35	25	53	135	112	45	241	120
TrH2_TrispH2_001924	269	72	65	126	281	244	76	481	213
TrH2_TrispH2_001926	96	27	13	51	145	87	32	178	78
TrH2_TrispH2_001928	9	3	0	3	5	8	3	8	3
TrH2_TrispH2_001932	293	63	46	123	252	220	101	486	177
TrH2_orphan_214	3	2	0	1	7	0	0	8	1
TrH2_TrispH2_001934	24	6	4	5	19	18	2	26	14
TrH2_TrispH2_001937	99	20	20	40	73	63	37	151	75
TrH2_orphan_215	3	0	0	2	0	6	2	4	4
TrH2_TrispH2_001939	154	41	26	60	121	106	36	222	111
TrH2_TrispH2_001942	5	5	2	2	4	3	0	17	5
TrH2_TrispH2_001944	1	1	1	1	2	1	1	4	3
TrH2_TrispH2_001945	49	11	6	9	37	32	14	68	30
TrH2_orphan_216	6	4	2	4	13	4	2	18	5
TrH2_TrispH2_002095	5	2	0	0	15	6	1	15	5
TrH2_TrispH2_002096	371	105	52	126	303	261	87	532	248
TrH2_TrispH2_002097	27	8	3	3	27	19	5	35	22
TrH2_TrispH2_002099	198	84	29	63	202	124	44	322	123
TrH2_TrispH2_002106	161	50	23	51	165	109	34	273	98
TrH2_TrispH2_002108	37	10	4	10	27	31	2	51	26
TrH2_TrispH2_002114	42	10	4	15	37	29	9	49	28
TrH2_TrispH2_002116	234	46	27	95	227	178	57	386	188
TrH2_TrispH2_002118	2110	501	362	844	1630	1580	587	3270	1626
TrH2_TrispH2_002121	42	8	10	14	29	8	8	49	17
TrH2_TrispH2_002122	33	10	9	17	26	77	11	56	36
TrH2_TrispH2_002123	19	3	6	8	23	15	10	33	15
TrH2_TrispH2_002125	28	7	3	11	23	13	4	43	17
TrH2_TrispH2_002131	12	7	5	6	16	14	5	23	14
TrH2_TrispH2_002132	94	20	9	31	65	59	21	121	59
TrH2_TrispH2_002133	15	3	2	0	10	9	7	13	5
TrH2_TrispH2_002134	39	13	7	12	37	41	13	75	31
TrH2_orphan_217	4	0	2	2	7	11	4	15	7
TrH2_TrispH2_002138	1	0	0	1	1	1	0	3	0
TrH2_TrispH2_002140	67	13	8	26	52	47	11	64	38
TrH2_TrispH2_002141	172	53	30	57	191	113	31	311	137
TrH2_TrispH2_002144	38	12	3	15	47	40	12	63	28
TrH2_TrispH2_002146	357	88	41	104	308	234	79	499	212
TrH2_TrispH2_002149	46	7	11	18	46	34	15	78	34
TrH2_TrispH2_002151	138	49	13	40	170	102	31	209	66
TrH2_TrispH2_002154	216	67	28	92	186	171	66	320	159
TrH2_TrispH2_002156	88	23	14	33	54	62	17	124	58
TrH2_orphan_218	10	4	0	3	18	14	0	20	17
TrH2_TrispH2_002159	979	185	170	360	740	660	260	1374	684
TrH2_TrispH2_002162	348	148	62	126	427	245	81	571	253
TrH2_TrispH2_002163	822	272	145	317	796	624	236	1409	647
TrH2_TrispH2_002164	331	105	55	122	380	264	69	551	252
TrH2_TrispH2_002168	9	2	2	4	7	10	4	22	5
TrH2_TrispH2_002170	52	17	3	23	64	33	9	88	27
TrH2_TrispH2_002173	146	42	26	63	134	130	34	220	96
TrH2_orphan_219	2	0	0	1	2	0	0	0	0
TrH2_TrispH2_002175	31	5	4	16	27	18	8	50	12
TrH2_TrispH2_002176	67	25	3	23	86	42	9	92	44
TrH2_TrispH2_002178	1582	429	300	608	1360	1186	377	2402	1164
TrH2_TrispH2_002185	102	17	8	19	75	43	15	104	51
TrH2_TrispH2_002186	58	12	8	16	38	40	16	68	36
TrH2_TrispH2_002190	59	13	11	25	32	46	13	88	39
TrH2_TrispH2_002191	35	8	8	21	50	33	15	76	33
TrH2_TrispH2_002193	44	24	11	21	72	31	16	82	36
TrH2_TrispH2_002194	30	9	10	3	32	18	10	49	13
TrH2_TrispH2_002196	180	52	19	58	170	137	32	251	104
TrH2_TrispH2_002198	60	15	16	34	65	52	13	112	55
TrH2_TrispH2_002200	88	14	12	37	60	48	26	134	69
TrH2_orphan_220	22	6	0	8	9	7	5	34	13
TrH2_TrispH2_002201	15	6	3	9	20	7	3	22	11
TrH2_TrispH2_002202	197	48	25	67	145	130	52	291	127
TrH2_TrispH2_002204	24	1	1	1	13	10	5	21	14
TrH2_TrispH2_002206	230	26	53	91	264	192	114	146	90
TrH2_TrispH2_002207	3115	896	466	1035	1648	2605	1042	4493	2188
TrH2_TrispH2_002208	224	56	53	121	221	182	78	227	144
TrH2_TrispH2_002209	60	22	8	18	36	45	18	74	38
TrH2_TrispH2_002210	35	13	7	22	66	10	40	108	65
TrH2_TrispH2_002211	41	9	8	12	18	31	13	41	25
TrH2_TrispH2_002212	1368	359	281	511	680	1069	507	1877	949
TrH2_TrispH2_002214	11	0	4	4	8	2	1	9	6
TrH2_TrispH2_002216	80	25	13	23	60	47	10	101	48
TrH2_TrispH2_002220	107	32	11	34	105	68	12	149	72
TrH2_TrispH2_002225	17	2	4	12	23	18	4	21	10
TrH2_TrispH2_002226	117	35	16	62	121	81	36	180	96
TrH2_TrispH2_002227	281	113	33	94	370	223	72	510	201
TrH2_TrispH2_002228	416	68	98	141	308	218	71	591	380
TrH2_TrispH2_002232	858	173	149	324	678	592	205	1219	568
TrH2_TrispH2_002236	17	2	0	4	12	16	6	29	10
TrH2_TrispH2_002237	42	16	8	19	66	36	18	100	34
TrH2_TrispH2_002238	34	6	4	8	46	15	11	63	24
TrH2_TrispH2_002241	198	56	20	73	216	132	64	298	129
TrH2_TrispH2_002094	53	9	7	14	61	38	16	70	35
TrH2_orphan_221	5	5	1	3	9	2	1	6	4
TrH2_TrispH2_002098	1	0	0	0	0	2	0	2	2
TrH2_TrispH2_002100	1338	353	245	537	1063	1063	363	1995	1062
TrH2_TrispH2_002101	24	6	2	6	11	14	9	38	23
TrH2_TrispH2_002102	0	4	0	0	0	1	0	1	0
TrH2_TrispH2_002103	406	91	86	181	221	332	163	551	347
TrH2_TrispH2_002104	13	4	2	10	13	13	4	21	20
TrH2_TrispH2_002105	3483	1135	595	1339	3394	2664	982	5452	2435
TrH2_TrispH2_002107	82	24	16	33	75	79	22	145	78
TrH2_TrispH2_002109	6	3	2	2	14	3	2	16	2
TrH2_TrispH2_002110	2	0	0	0	0	1	0	4	2
TrH2_TrispH2_002111	13	2	1	2	8	8	1	11	6
TrH2_TrispH2_002112	77	40	11	26	123	70	18	117	58
TrH2_TrispH2_002113	240	84	29	94	324	169	63	386	165
TrH2_TrispH2_002115	11	1	5	1	10	6	3	21	9
TrH2_TrispH2_002117	64	30	10	30	73	52	25	132	54
TrH2_TrispH2_002119	36	8	6	20	32	24	11	77	26
TrH2_TrispH2_002120	68	18	13	31	74	52	17	117	57
TrH2_orphan_222	0	0	0	0	3	1	0	1	2
TrH2_TrispH2_002124	393	70	63	161	325	321	83	631	365
TrH2_TrispH2_002126	4	2	1	3	1	7	1	3	3
TrH2_TrispH2_002127	13	5	3	6	10	11	6	25	10
TrH2_TrispH2_002128	86	38	12	32	135	63	21	161	62
TrH2_TrispH2_002129	29	8	9	8	48	22	8	56	16
TrH2_TrispH2_002130	33	12	2	8	28	20	10	43	21
TrH2_TrispH2_002135	14	0	0	5	13	12	5	17	1
TrH2_TrispH2_002136	17	3	1	4	13	25	5	19	13
TrH2_orphan_223	0	0	0	0	0	1	0	0	1
TrH2_TrispH2_002137	18	7	1	4	20	11	9	24	13
TrH2_TrispH2_002139	42	9	7	13	24	32	8	62	35
TrH2_TrispH2_002142	71	21	12	21	50	34	20	66	33
TrH2_TrispH2_002143	53	25	9	33	83	50	19	113	48
TrH2_TrispH2_002145	50	13	5	26	40	34	13	86	44
TrH2_TrispH2_002147	36	10	9	12	37	28	12	71	21
TrH2_TrispH2_002148	12	1	2	4	7	9	4	17	4
TrH2_TrispH2_002150	58	12	12	27	49	35	14	88	48
TrH2_TrispH2_002152	355	115	53	132	462	264	86	567	240
TrH2_TrispH2_002153	47	14	8	19	42	29	9	84	35
TrH2_TrispH2_002155	75	25	13	28	82	47	17	147	68
TrH2_TrispH2_002157	110	24	14	52	93	71	21	172	76
TrH2_TrispH2_002160	634	181	95	197	603	437	151	939	441
TrH2_TrispH2_002161	4	3	1	3	3	8	0	4	2
TrH2_TrispH2_002165	234	54	32	102	237	159	71	393	162
TrH2_TrispH2_002166	13	3	3	13	17	13	5	36	16
TrH2_TrispH2_002167	44	19	2	20	62	31	9	87	34
TrH2_TrispH2_002169	37	8	4	21	27	32	6	52	26
TrH2_TrispH2_002171	167	44	16	68	158	120	44	249	130
TrH2_TrispH2_002172	31	4	2	6	11	13	4	24	13
TrH2_TrispH2_002174	233	100	32	96	283	178	64	427	160
TrH2_TrispH2_002179	17	8	3	7	18	17	2	35	12
TrH2_TrispH2_002180	244	84	39	97	234	169	64	361	176
TrH2_TrispH2_002181	15	0	3	11	17	15	4	18	5
TrH2_TrispH2_002182	194	53	40	71	186	134	50	267	142
TrH2_TrispH2_002183	56	13	9	15	31	39	10	68	44
TrH2_TrispH2_002184	37	8	2	10	22	12	11	43	29
TrH2_TrispH2_002187	4779	1424	906	2101	3538	3627	1361	7389	3735
TrH2_TrispH2_002188	57	22	8	22	67	37	12	104	49
TrH2_TrispH2_002189	561	195	108	221	386	436	142	851	419
TrH2_TrispH2_002192	67	27	9	22	85	44	11	125	69
TrH2_TrispH2_002195	166	77	24	67	213	118	35	252	126
TrH2_TrispH2_002197	145	44	25	48	113	118	49	239	108
TrH2_TrispH2_002199	179	31	34	66	139	114	39	269	131
TrH2_TrispH2_002203	32	2	4	13	19	23	8	32	17
TrH2_TrispH2_002205	254	53	29	119	195	192	59	448	167
TrH2_orphan_224	4	0	1	6	2	2	2	9	5
TrH2_orphan_225	4	1	3	0	2	5	0	4	3
TrH2_TrispH2_002213	16	11	1	4	14	8	4	33	7
TrH2_TrispH2_002215	150	42	31	54	147	98	37	202	83
TrH2_TrispH2_002217	13	2	2	7	10	9	3	25	7
TrH2_TrispH2_002218	19	4	3	7	26	12	6	23	17
TrH2_TrispH2_002219	66	27	7	34	73	43	21	106	42
TrH2_TrispH2_002221	45	18	7	8	95	37	9	86	29
TrH2_TrispH2_002222	253	87	25	80	300	182	58	369	174
TrH2_TrispH2_002223	173	44	11	41	158	86	33	227	75
TrH2_TrispH2_002224	0	0	0	1	1	2	0	2	0
TrH2_TrispH2_002229	104	35	16	45	104	93	25	165	90
TrH2_TrispH2_002230	409	142	83	185	417	276	113	733	314
TrH2_TrispH2_002231	164	35	25	52	162	112	36	249	124
TrH2_TrispH2_002233	0	0	0	0	0	1	0	0	1
TrH2_TrispH2_002234	202	46	35	85	171	168	48	286	141
TrH2_TrispH2_002235	126	54	20	52	150	86	25	203	75
