Tadh_TriadG50246	Tadh_TriadT50246
Tadh_TriadG57674	Tadh_TriadT57674
Tadh_TriadG57670	Tadh_TriadT57670
Tadh_TriadG15923	Tadh_TriadT15923
Tadh_TriadG34213	Tadh_TriadT34213
Tadh_TriadG24915	Tadh_TriadT24915
Tadh_TriadG11431	Tadh_TriadT11431
Tadh_TriadG19167	Tadh_TriadT19167
Tadh_TriadG34724	Tadh_TriadT34724
Tadh_orphan_620	Tadh_orphan_620
Tadh_TriadG38130	Tadh_TriadT38130
Tadh_TriadG36005	Tadh_TriadT36005
Tadh_TriadG61411	Tadh_TriadT61411
Tadh_TriadG55273	Tadh_TriadT55273
Tadh_TriadG55270	Tadh_TriadT55270
Tadh_TriadG60661	Tadh_TriadT60661
Tadh_TriadG61410	Tadh_TriadT61410
Tadh_TriadG55271	Tadh_TriadT55271
Tadh_TriadG60662	Tadh_TriadT60662
Tadh_TriadG55985	Tadh_TriadT55985
Tadh_TriadG54443	Tadh_TriadT54443
Tadh_orphan_2076	Tadh_orphan_2076
Tadh_TriadG54263	Tadh_TriadT54263
Tadh_orphan_1113	Tadh_orphan_1113
Tadh_TriadG34400	Tadh_TriadT34400
Tadh_orphan_1915	Tadh_orphan_1915
Tadh_TriadG31410	Tadh_TriadT31410
Tadh_TriadG52828	Tadh_TriadT52828
Tadh_TriadG18468	Tadh_TriadT18468
Tadh_TriadG51649	Tadh_TriadT51649
Tadh_TriadG57974	Tadh_TriadT57974
Tadh_wf_g9640	Tadh_wf_g9640.t1
Tadh_TriadG64425	Tadh_TriadT64425
Tadh_TriadG64030	Tadh_TriadT64030
Tadh_TriadG54118	Tadh_TriadT54118
Tadh_TriadG61654	Tadh_TriadT61654
Tadh_TriadG50756	Tadh_TriadT50756
Tadh_TriadG18273	Tadh_TriadT18273
Tadh_TriadG61998	Tadh_TriadT61998
Tadh_TriadG26333	Tadh_TriadT26333
Tadh_TriadG24415	Tadh_TriadT24415
Tadh_TriadG27149	Tadh_TriadT27149
Tadh_orphan_2753	Tadh_orphan_2753
Tadh_TriadG57022	Tadh_TriadT57022
Tadh_orphan_1908	Tadh_orphan_1908
Tadh_TriadG61403	Tadh_TriadT61403
Tadh_TriadG56865	Tadh_TriadT56865
Tadh_TriadG58897	Tadh_TriadT58897
Tadh_TriadG50867	Tadh_TriadT50867
Tadh_TriadG60972	Tadh_TriadT60972
Tadh_TriadG8990	Tadh_TriadT8990
Tadh_TriadG61269	Tadh_TriadT61269
Tadh_TriadG59710	Tadh_TriadT59710
Tadh_orphan_396	Tadh_orphan_396
Tadh_TriadG58117	Tadh_TriadT58117
Tadh_wf_g9189	Tadh_wf_g9189.t1
Tadh_TriadG64072	Tadh_TriadT64072
Tadh_TriadG28636	Tadh_TriadT28636
Tadh_TriadG20134	Tadh_TriadT20134
Tadh_TriadG56191	Tadh_TriadT56191
Tadh_TriadG28658	Tadh_TriadT28658
Tadh_TriadG37128	Tadh_TriadT37128
Tadh_TriadG57475	Tadh_TriadT57475
Tadh_TriadG35784	Tadh_TriadT35784
Tadh_TriadG59867	Tadh_TriadT59867
Tadh_TriadG60634	Tadh_TriadT60634
Tadh_TriadG37989	Tadh_TriadT37989
Tadh_TriadG55969	Tadh_TriadT55969
Tadh_TriadG54406	Tadh_TriadT54406
Tadh_TriadG5340	Tadh_TriadT5340
Tadh_TriadG54316	Tadh_TriadT54316
Tadh_TriadG28044	Tadh_TriadT28044
Tadh_TriadG63279	Tadh_TriadT63279
Tadh_orphan_2517	Tadh_orphan_2517
Tadh_TriadG37327	Tadh_TriadT37327
Tadh_orphan_1357	Tadh_orphan_1357
Tadh_TriadG20201	Tadh_TriadT20201
Tadh_TriadG50735	Tadh_TriadT50735
Tadh_TriadG29141	Tadh_TriadT29141
Tadh_TriadG55419	Tadh_TriadT55419
Tadh_TriadG63527	Tadh_TriadT63527
Tadh_orphan_2197	Tadh_orphan_2197
Tadh_TriadG60947	Tadh_TriadT60947
Tadh_TriadG34476	Tadh_TriadT34476
Tadh_TriadG32120	Tadh_TriadT32120
Tadh_TriadG34137	Tadh_TriadT34137
Tadh_TriadG35460	Tadh_TriadT35460
Tadh_TriadG53929	Tadh_TriadT53929
Tadh_TriadG21996	Tadh_TriadT21996
Tadh_TriadG19600	Tadh_TriadT19600
Tadh_TriadG36673	Tadh_TriadT36673
Tadh_TriadG50396	Tadh_TriadT50396
Tadh_orphan_1463	Tadh_orphan_1463
Tadh_TriadG59121	Tadh_TriadT59121
Tadh_TriadG52773	Tadh_TriadT52773
Tadh_TriadG7760	Tadh_TriadT7760
Tadh_TriadG64161	Tadh_TriadT64161
Tadh_TriadG59110	Tadh_TriadT59110
Tadh_TriadG38348	Tadh_TriadT38348
Tadh_TriadG57201	Tadh_TriadT57201
Tadh_TriadG52288	Tadh_TriadT52288
Tadh_TriadG24835	Tadh_TriadT24835
Tadh_TriadG18395	Tadh_TriadT18395
Tadh_TriadG26229	Tadh_TriadT26229
Tadh_TriadG25209	Tadh_TriadT25209
Tadh_TriadG59399	Tadh_TriadT59399
Tadh_TriadG50102	Tadh_TriadT50102
Tadh_TriadG16220	Tadh_TriadT16220
Tadh_TriadG59427	Tadh_TriadT59427
Tadh_TriadG54326	Tadh_TriadT54326
Tadh_TriadG63181	Tadh_TriadT63181
Tadh_TriadG28674	Tadh_TriadT28674
Tadh_TriadG24417	Tadh_TriadT24417
Tadh_TriadG61497	Tadh_TriadT61497
Tadh_TriadG27195	Tadh_TriadT27195
Tadh_TriadG54177	Tadh_TriadT54177
Tadh_TriadG50199	Tadh_TriadT50199
Tadh_TriadG37861	Tadh_TriadT37861
Tadh_TriadG54580	Tadh_TriadT54580
Tadh_TriadG63747	Tadh_TriadT63747
Tadh_TriadG64151	Tadh_TriadT64151
Tadh_TriadG25137	Tadh_TriadT25137
Tadh_TriadG57972	Tadh_TriadT57972
Tadh_TriadG50321	Tadh_TriadT50321
Tadh_TriadG58816	Tadh_TriadT58816
Tadh_TriadG52430	Tadh_TriadT52430
Tadh_TriadG23924	Tadh_TriadT23924
Tadh_TriadG28239	Tadh_TriadT28239
Tadh_TriadG55213	Tadh_TriadT55213
Tadh_TriadG28979	Tadh_TriadT28979
Tadh_TriadG63563	Tadh_TriadT63563
Tadh_orphan_1502	Tadh_orphan_1502
Tadh_TriadG38143	Tadh_TriadT38143
Tadh_TriadG49613	Tadh_TriadT49613
Tadh_TriadG63529	Tadh_TriadT63529
Tadh_TriadG33578	Tadh_TriadT33578
Tadh_orphan_106	Tadh_orphan_106
Tadh_TriadG49948	Tadh_TriadT49948
Tadh_TriadG37893	Tadh_TriadT37893
Tadh_TriadG64222	Tadh_TriadT64222
Tadh_TriadG28921	Tadh_TriadT28921
Tadh_TriadG30199	Tadh_TriadT30199
Tadh_TriadG52682	Tadh_TriadT52682
Tadh_TriadG32815	Tadh_TriadT32815
Tadh_orphan_38	Tadh_orphan_38
Tadh_wf_g11232	Tadh_wf_g11232.t1
Tadh_orphan_2718	Tadh_orphan_2718
Tadh_orphan_1039	Tadh_orphan_1039
Tadh_TriadG50382	Tadh_TriadT50382
Tadh_TriadG28077	Tadh_TriadT28077
Tadh_TriadG57808	Tadh_TriadT57808
Tadh_TriadG58393	Tadh_TriadT58393
Tadh_wf_g7345	Tadh_wf_g7345.t1
Tadh_orphan_2790	Tadh_orphan_2790
Tadh_TriadG6313	Tadh_TriadT6313
Tadh_wf_g1868	Tadh_wf_g1868.t1
Tadh_TriadG32935	Tadh_TriadT32935
Tadh_TriadG26877	Tadh_TriadT26877
Tadh_TriadG58533	Tadh_TriadT58533
Tadh_TriadG30089	Tadh_TriadT30089
Tadh_TriadG59229	Tadh_TriadT59229
Tadh_TriadG20314	Tadh_TriadT20314
Tadh_wf_g1261	Tadh_wf_g1261.t1
Tadh_TriadG58319	Tadh_TriadT58319
Tadh_wf_g6338	Tadh_wf_g6338.t1
Tadh_TriadG32942	Tadh_TriadT32942
Tadh_TriadG57027	Tadh_TriadT57027
Tadh_TriadG61389	Tadh_TriadT61389
Tadh_wf_g4950	Tadh_wf_g4950.t1
Tadh_orphan_2200	Tadh_orphan_2200
Tadh_TriadG64064	Tadh_TriadT64064
Tadh_TriadG55036	Tadh_TriadT55036
Tadh_TriadG52165	Tadh_TriadT52165
Tadh_TriadG58534	Tadh_TriadT58534
Tadh_TriadG64121	Tadh_TriadT64121
Tadh_TriadG8076	Tadh_TriadT8076
Tadh_TriadG58209	Tadh_TriadT58209
Tadh_TriadG61184	Tadh_TriadT61184
Tadh_TriadG64255	Tadh_TriadT64255
Tadh_TriadG60986	Tadh_TriadT60986
Tadh_TriadG24498	Tadh_TriadT24498
Tadh_TriadG50297	Tadh_TriadT50297
Tadh_TriadG50916	Tadh_TriadT50916
Tadh_TriadG56910	Tadh_TriadT56910
Tadh_TriadG55034	Tadh_TriadT55034
Tadh_TriadG57273	Tadh_TriadT57273
Tadh_TriadG50363	Tadh_TriadT50363
Tadh_TriadG60244	Tadh_TriadT60244
Tadh_TriadG20811	Tadh_TriadT20811
Tadh_TriadG55555	Tadh_TriadT55555
Tadh_orphan_2030	Tadh_orphan_2030
Tadh_TriadG23613	Tadh_TriadT23613
Tadh_TriadG25794	Tadh_TriadT25794
Tadh_TriadG56425	Tadh_TriadT56425
Tadh_TriadG36680	Tadh_TriadT36680
Tadh_TriadG57026	Tadh_TriadT57026
Tadh_TriadG57654	Tadh_TriadT57654
Tadh_TriadG61764	Tadh_TriadT61764
Tadh_TriadG55922	Tadh_TriadT55922
Tadh_TriadG52284	Tadh_TriadT52284
Tadh_TriadG60504	Tadh_TriadT60504
Tadh_TriadG29458	Tadh_TriadT29458
Tadh_orphan_1198	Tadh_orphan_1198
Tadh_TriadG57919	Tadh_TriadT57919
Tadh_TriadG62033	Tadh_TriadT62033
Tadh_orphan_1964	Tadh_orphan_1964
Tadh_TriadG53021	Tadh_TriadT53021
Tadh_TriadG587	Tadh_TriadT587
Tadh_TriadG61185	Tadh_TriadT61185
Tadh_orphan_461	Tadh_orphan_461
Tadh_TriadG56506	Tadh_TriadT56506
Tadh_TriadG23373	Tadh_TriadT23373
Tadh_TriadG9440	Tadh_TriadT9440
Tadh_TriadG28983	Tadh_TriadT28983
Tadh_TriadG27870	Tadh_TriadT27870
Tadh_TriadG57193	Tadh_TriadT57193
Tadh_TriadG28648	Tadh_TriadT28648
Tadh_TriadG62362	Tadh_TriadT62362
Tadh_TriadG53928	Tadh_TriadT53928
Tadh_TriadG56321	Tadh_TriadT56321
Tadh_TriadG61647	Tadh_TriadT61647
Tadh_orphan_638	Tadh_orphan_638
Tadh_TriadG32497	Tadh_TriadT32497
Tadh_TriadG63562	Tadh_TriadT63562
Tadh_TriadG55514	Tadh_TriadT55514
Tadh_TriadG63524	Tadh_TriadT63524
Tadh_orphan_1963	Tadh_orphan_1963
Tadh_TriadG64251	Tadh_TriadT64251
Tadh_TriadG30170	Tadh_TriadT30170
Tadh_TriadG62220	Tadh_TriadT62220
Tadh_TriadG52472	Tadh_TriadT52472
Tadh_TriadG56522	Tadh_TriadT56522
Tadh_TriadG32819	Tadh_TriadT32819
Tadh_orphan_1446	Tadh_orphan_1446
Tadh_TriadG60180	Tadh_TriadT60180
Tadh_TriadG54174	Tadh_TriadT54174
Tadh_TriadG52362	Tadh_TriadT52362
Tadh_TriadG58104	Tadh_TriadT58104
Tadh_TriadG22033	Tadh_TriadT22033
Tadh_TriadG50661	Tadh_TriadT50661
Tadh_TriadG33001	Tadh_TriadT33001
Tadh_orphan_214	Tadh_orphan_214
Tadh_TriadG63988	Tadh_TriadT63988
Tadh_TriadG31047	Tadh_TriadT31047
Tadh_TriadG63087	Tadh_TriadT63087
Tadh_TriadG51723	Tadh_TriadT51723
Tadh_TriadG55823	Tadh_TriadT55823
Tadh_orphan_1364	Tadh_orphan_1364
Tadh_TriadG58043	Tadh_TriadT58043
Tadh_TriadG50617	Tadh_TriadT50617
Tadh_orphan_50	Tadh_orphan_50
Tadh_TriadG57098	Tadh_TriadT57098
Tadh_TriadG56372	Tadh_TriadT56372
Tadh_TriadG59678	Tadh_TriadT59678
Tadh_TriadG52212	Tadh_TriadT52212
Tadh_TriadG59690	Tadh_TriadT59690
Tadh_TriadG22691	Tadh_TriadT22691
Tadh_orphan_2240	Tadh_orphan_2240
Tadh_TriadG61615	Tadh_TriadT61615
Tadh_TriadG57688	Tadh_TriadT57688
Tadh_TriadG64131	Tadh_TriadT64131
Tadh_orphan_2672	Tadh_orphan_2672
Tadh_TriadG57530	Tadh_TriadT57530
Tadh_TriadG38054	Tadh_TriadT38054
Tadh_TriadG28240	Tadh_TriadT28240
Tadh_TriadG59781	Tadh_TriadT59781
Tadh_TriadG28308	Tadh_TriadT28308
Tadh_wf_g7539	Tadh_wf_g7539.t1
Tadh_TriadG57450	Tadh_TriadT57450
Tadh_TriadG24711	Tadh_TriadT24711
Tadh_TriadG52405	Tadh_TriadT52405
Tadh_TriadG59148	Tadh_TriadT59148
Tadh_TriadG34123	Tadh_TriadT34123
Tadh_TriadG29882	Tadh_TriadT29882
Tadh_TriadG58631	Tadh_TriadT58631
Tadh_TriadG54610	Tadh_TriadT54610
Tadh_TriadG58194	Tadh_TriadT58194
Tadh_orphan_559	Tadh_orphan_559
Tadh_TriadG50295	Tadh_TriadT50295
Tadh_TriadG62301	Tadh_TriadT62301
Tadh_TriadG60295	Tadh_TriadT60295
Tadh_TriadG64041	Tadh_TriadT64041
Tadh_TriadG56913	Tadh_TriadT56913
Tadh_TriadG15762	Tadh_TriadT15762
Tadh_hyp_clust10676	Tadh_hyp_clust10676.t1
Tadh_orphan_1753	Tadh_orphan_1753
Tadh_TriadG10976	Tadh_TriadT10976
Tadh_TriadG56987	Tadh_TriadT56987
Tadh_TriadG62238	Tadh_TriadT62238
Tadh_TriadG54563	Tadh_TriadT54563
Tadh_TriadG32570	Tadh_TriadT32570
Tadh_TriadG63702	Tadh_TriadT63702
Tadh_TriadG60297	Tadh_TriadT60297
Tadh_orphan_1424	Tadh_orphan_1424
Tadh_TriadG60583	Tadh_TriadT60583
Tadh_TriadG33213	Tadh_TriadT33213
Tadh_TriadG55189	Tadh_TriadT55189
Tadh_orphan_1387	Tadh_orphan_1387
Tadh_TriadG55353	Tadh_TriadT55353
Tadh_TriadG57929	Tadh_TriadT57929
Tadh_TriadG59886	Tadh_TriadT59886
Tadh_orphan_1165	Tadh_orphan_1165
Tadh_TriadG58156	Tadh_TriadT58156
Tadh_wf_g1532	Tadh_wf_g1532.t1
Tadh_TriadG16003	Tadh_TriadT16003
Tadh_TriadG4614	Tadh_TriadT4614
Tadh_TriadG4073	Tadh_TriadT4073
Tadh_TriadG21952	Tadh_TriadT21952
Tadh_TriadG23130	Tadh_TriadT23130
Tadh_TriadG61525	Tadh_TriadT61525
Tadh_TriadG23005	Tadh_TriadT23005
Tadh_TriadG61720	Tadh_TriadT61720
Tadh_TriadG23991	Tadh_TriadT23991
Tadh_TriadG57006	Tadh_TriadT57006
Tadh_orphan_2577	Tadh_orphan_2577
Tadh_TriadG22565	Tadh_TriadT22565
Tadh_TriadG11844	Tadh_TriadT11844
Tadh_orphan_1084	Tadh_orphan_1084
Tadh_TriadG51949	Tadh_TriadT51949
Tadh_TriadG58957	Tadh_TriadT58957
Tadh_wf_g4826	Tadh_wf_g4826.t1
Tadh_TriadG62176	Tadh_TriadT62176
Tadh_TriadG59397	Tadh_TriadT59397
Tadh_orphan_2291	Tadh_orphan_2291
Tadh_orphan_102	Tadh_orphan_102
Tadh_TriadG33438	Tadh_TriadT33438
Tadh_TriadG59292	Tadh_TriadT59292
Tadh_wf_g11446	Tadh_wf_g11446.t1
Tadh_orphan_1679	Tadh_orphan_1679
Tadh_TriadG62177	Tadh_TriadT62177
Tadh_TriadG54645	Tadh_TriadT54645
Tadh_wf_g11093	Tadh_wf_g11093.t1
Tadh_TriadG29111	Tadh_TriadT29111
Tadh_TriadG16617	Tadh_TriadT16617
Tadh_TriadG30039	Tadh_TriadT30039
Tadh_TriadG60536	Tadh_TriadT60536
Tadh_wf_g6351	Tadh_wf_g6351.t1
Tadh_TriadG53953	Tadh_TriadT53953
Tadh_TriadG19369	Tadh_TriadT19369
Tadh_TriadG58689	Tadh_TriadT58689
Tadh_TriadG51849	Tadh_TriadT51849
Tadh_wf_g10728	Tadh_wf_g10728.t1
Tadh_TriadG55808	Tadh_TriadT55808
Tadh_TriadG58227	Tadh_TriadT58227
Tadh_orphan_1229	Tadh_orphan_1229
Tadh_TriadG59413	Tadh_TriadT59413
Tadh_TriadG4315	Tadh_TriadT4315
Tadh_wf_g5090	Tadh_wf_g5090.t1
Tadh_wf_g1467	Tadh_wf_g1467.t1
Tadh_TriadG55584	Tadh_TriadT55584
Tadh_TriadG25902	Tadh_TriadT25902
Tadh_wf_g5016	Tadh_wf_g5016.t1
Tadh_TriadG24368	Tadh_TriadT24368
Tadh_orphan_248	Tadh_orphan_248
Tadh_TriadG57338	Tadh_TriadT57338
Tadh_TriadG54528	Tadh_TriadT54528
Tadh_wf_g8112	Tadh_wf_g8112.t1
Tadh_orphan_2383	Tadh_orphan_2383
Tadh_TriadG52567	Tadh_TriadT52567
Tadh_TriadG7073	Tadh_TriadT7073
Tadh_TriadG50901	Tadh_TriadT50901
Tadh_orphan_936	Tadh_orphan_936
Tadh_TriadG57812	Tadh_TriadT57812
Tadh_TriadG58545	Tadh_TriadT58545
Tadh_TriadG54773	Tadh_TriadT54773
Tadh_TriadG36003	Tadh_TriadT36003
Tadh_TriadG58570	Tadh_TriadT58570
Tadh_orphan_1330	Tadh_orphan_1330
Tadh_orphan_2189	Tadh_orphan_2189
Tadh_orphan_832	Tadh_orphan_832
Tadh_TriadG22944	Tadh_TriadT22944
Tadh_TriadG35383	Tadh_TriadT35383
Tadh_TriadG23096	Tadh_TriadT23096
Tadh_orphan_987	Tadh_orphan_987
Tadh_TriadG28425	Tadh_TriadT28425
Tadh_TriadG54788	Tadh_TriadT54788
Tadh_orphan_264	Tadh_orphan_264
Tadh_TriadG56973	Tadh_TriadT56973
Tadh_orphan_2288	Tadh_orphan_2288
Tadh_orphan_2560	Tadh_orphan_2560
Tadh_TriadG55030	Tadh_TriadT55030
Tadh_orphan_2130	Tadh_orphan_2130
Tadh_wf_g8212	Tadh_wf_g8212.t1
Tadh_TriadG27354	Tadh_TriadT27354
Tadh_TriadG59258	Tadh_TriadT59258
Tadh_TriadG56655	Tadh_TriadT56655
Tadh_TriadG16798	Tadh_TriadT16798
Tadh_TriadG54394	Tadh_TriadT54394
Tadh_orphan_3039	Tadh_orphan_3039
Tadh_TriadG55986	Tadh_TriadT55986
Tadh_TriadG64202	Tadh_TriadT64202
Tadh_TriadG22976	Tadh_TriadT22976
Tadh_TriadG24343	Tadh_TriadT24343
Tadh_orphan_200	Tadh_orphan_200
Tadh_orphan_2691	Tadh_orphan_2691
Tadh_orphan_1910	Tadh_orphan_1910
Tadh_TriadG55337	Tadh_TriadT55337
Tadh_TriadG56035	Tadh_TriadT56035
Tadh_TriadG25848	Tadh_TriadT25848
Tadh_orphan_137	Tadh_orphan_137
Tadh_TriadG19205	Tadh_TriadT19205
Tadh_TriadG23253	Tadh_TriadT23253
Tadh_TriadG61346	Tadh_TriadT61346
Tadh_TriadG26628	Tadh_TriadT26628
Tadh_orphan_2793	Tadh_orphan_2793
Tadh_TriadG24138	Tadh_TriadT24138
Tadh_TriadG58214	Tadh_TriadT58214
Tadh_TriadG61241	Tadh_TriadT61241
Tadh_TriadG51166	Tadh_TriadT51166
Tadh_TriadG25131	Tadh_TriadT25131
Tadh_orphan_1032	Tadh_orphan_1032
Tadh_TriadG60298	Tadh_TriadT60298
Tadh_hyp_clust4566	Tadh_hyp_clust4566.t1
Tadh_TriadG31909	Tadh_TriadT31909
Tadh_wf_g7267	Tadh_wf_g7267.t1
Tadh_TriadG60478	Tadh_TriadT60478
Tadh_TriadG54230	Tadh_TriadT54230
Tadh_TriadG54884	Tadh_TriadT54884
Tadh_TriadG55897	Tadh_TriadT55897
Tadh_TriadG52862	Tadh_TriadT52862
Tadh_TriadG52796	Tadh_TriadT52796
Tadh_TriadG26362	Tadh_TriadT26362
Tadh_TriadG38063	Tadh_TriadT38063
Tadh_TriadG31523	Tadh_TriadT31523
Tadh_TriadG5826	Tadh_TriadT5826
Tadh_TriadG25402	Tadh_TriadT25402
Tadh_TriadG61970	Tadh_TriadT61970
Tadh_orphan_958	Tadh_orphan_958
Tadh_TriadG37943	Tadh_TriadT37943
Tadh_TriadG23542	Tadh_TriadT23542
Tadh_TriadG59981	Tadh_TriadT59981
Tadh_wf_g4892	Tadh_wf_g4892.t1
Tadh_TriadG58026	Tadh_TriadT58026
Tadh_TriadG22765	Tadh_TriadT22765
Tadh_TriadG51147	Tadh_TriadT51147
Tadh_TriadG6732	Tadh_TriadT6732
Tadh_TriadG55955	Tadh_TriadT55955
Tadh_TriadG29202	Tadh_TriadT29202
Tadh_TriadG59908	Tadh_TriadT59908
Tadh_TriadG64037	Tadh_TriadT64037
Tadh_TriadG64322	Tadh_TriadT64322
Tadh_TriadG64324	Tadh_TriadT64324
Tadh_TriadG59903	Tadh_TriadT59903
Tadh_TriadG60389	Tadh_TriadT60389
Tadh_TriadG62157	Tadh_TriadT62157
Tadh_TriadG64323	Tadh_TriadT64323
Tadh_TriadG30052	Tadh_TriadT30052
Tadh_orphan_999	Tadh_orphan_999
Tadh_orphan_1000	Tadh_orphan_1000
Tadh_TriadG62134	Tadh_TriadT62134
Tadh_TriadG64325	Tadh_TriadT64325
Tadh_TriadG30165	Tadh_TriadT30165
Tadh_TriadG30063	Tadh_TriadT30063
Tadh_TriadG61150	Tadh_TriadT61150
Tadh_TriadG58721	Tadh_TriadT58721
Tadh_TriadG9432	Tadh_TriadT9432
Tadh_TriadG59001	Tadh_TriadT59001
Tadh_orphan_1947	Tadh_orphan_1947
Tadh_orphan_1991	Tadh_orphan_1991
Tadh_orphan_1799	Tadh_orphan_1799
Tadh_TriadG22089	Tadh_TriadT22089
Tadh_TriadG56543	Tadh_TriadT56543
Tadh_TriadG58256	Tadh_TriadT58256
Tadh_TriadG63942	Tadh_TriadT63942
Tadh_orphan_2514	Tadh_orphan_2514
Tadh_TriadG5392	Tadh_TriadT5392
Tadh_orphan_2356	Tadh_orphan_2356
Tadh_wf_g11350	Tadh_wf_g11350.t1
Tadh_orphan_2337	Tadh_orphan_2337
Tadh_TriadG29631	Tadh_TriadT29631
Tadh_TriadG28797	Tadh_TriadT28797
Tadh_TriadG25021	Tadh_TriadT25021
Tadh_wf_g5232	Tadh_wf_g5232.t1
Tadh_orphan_2348	Tadh_orphan_2348
Tadh_orphan_2249	Tadh_orphan_2249
Tadh_orphan_2776	Tadh_orphan_2776
Tadh_wf_g11351	Tadh_wf_g11351.t1
Tadh_TriadG24452	Tadh_TriadT24452
Tadh_orphan_1934	Tadh_orphan_1934
Tadh_TriadG5569	Tadh_TriadT5569
Tadh_orphan_1580	Tadh_orphan_1580
Tadh_orphan_2417	Tadh_orphan_2417
Tadh_TriadG55244	Tadh_TriadT55244
Tadh_TriadG7195	Tadh_TriadT7195
Tadh_wf_g11493	Tadh_wf_g11493.t1
Tadh_TriadG52579	Tadh_TriadT52579
Tadh_TriadG22406	Tadh_TriadT22406
Tadh_wf_g7591	Tadh_wf_g7591.t1
Tadh_orphan_1230	Tadh_orphan_1230
Tadh_orphan_1420	Tadh_orphan_1420
Tadh_TriadG63763	Tadh_TriadT63763
Tadh_orphan_449	Tadh_orphan_449
Tadh_wf_g6528	Tadh_wf_g6528.t1
Tadh_TriadG60118	Tadh_TriadT60118
Tadh_TriadG63884	Tadh_TriadT63884
Tadh_TriadG52581	Tadh_TriadT52581
Tadh_TriadG54231	Tadh_TriadT54231
Tadh_wf_g5890	Tadh_wf_g5890.t1
Tadh_TriadG57072	Tadh_TriadT57072
Tadh_orphan_1136	Tadh_orphan_1136
Tadh_orphan_2148	Tadh_orphan_2148
Tadh_orphan_2467	Tadh_orphan_2467
Tadh_TriadG60881	Tadh_TriadT60881
Tadh_wf_g11454	Tadh_wf_g11454.t1
Tadh_TriadG52243	Tadh_TriadT52243
Tadh_TriadG62364	Tadh_TriadT62364
Tadh_wf_g9745	Tadh_wf_g9745.t1
Tadh_orphan_1621	Tadh_orphan_1621
Tadh_wf_g11495	Tadh_wf_g11495.t1
Tadh_TriadG60748	Tadh_TriadT60748
Tadh_TriadG60414	Tadh_TriadT60414
Tadh_orphan_2615	Tadh_orphan_2615
Tadh_orphan_462	Tadh_orphan_462
Tadh_TriadG51003	Tadh_TriadT51003
Tadh_TriadG58257	Tadh_TriadT58257
Tadh_TriadG28822	Tadh_TriadT28822
Tadh_orphan_908	Tadh_orphan_908
Tadh_orphan_2466	Tadh_orphan_2466
Tadh_orphan_1886	Tadh_orphan_1886
Tadh_orphan_609	Tadh_orphan_609
Tadh_orphan_924	Tadh_orphan_924
Tadh_TriadG62222	Tadh_TriadT62222
Tadh_orphan_1217	Tadh_orphan_1217
Tadh_orphan_1284	Tadh_orphan_1284
Tadh_orphan_1297	Tadh_orphan_1297
Tadh_wf_g10892	Tadh_wf_g10892.t1
Tadh_wf_g7136	Tadh_wf_g7136.t1
Tadh_TriadG57588	Tadh_TriadT57588
Tadh_TriadG61842	Tadh_TriadT61842
Tadh_orphan_1187	Tadh_orphan_1187
Tadh_wf_g3896	Tadh_wf_g3896.t1
Tadh_orphan_1749	Tadh_orphan_1749
Tadh_TriadG21058	Tadh_TriadT21058
Tadh_TriadG61823	Tadh_TriadT61823
Tadh_TriadG15366	Tadh_TriadT15366
Tadh_TriadG55805	Tadh_TriadT55805
Tadh_TriadG54040	Tadh_TriadT54040
Tadh_wf_g11348	Tadh_wf_g11348.t1
Tadh_orphan_586	Tadh_orphan_586
Tadh_wf_g8332	Tadh_wf_g8332.t1
Tadh_wf_g2794	Tadh_wf_g2794.t1
Tadh_TriadG58493	Tadh_TriadT58493
Tadh_TriadG54925	Tadh_TriadT54925
Tadh_wf_g6224	Tadh_wf_g6224.t1
Tadh_TriadG29561	Tadh_TriadT29561
Tadh_TriadG64214	Tadh_TriadT64214
Tadh_orphan_1986	Tadh_orphan_1986
Tadh_orphan_2461	Tadh_orphan_2461
Tadh_orphan_2616	Tadh_orphan_2616
Tadh_orphan_413	Tadh_orphan_413
Tadh_TriadG54303	Tadh_TriadT54303
Tadh_TriadG61851	Tadh_TriadT61851
Tadh_orphan_1503	Tadh_orphan_1503
Tadh_TriadG57362	Tadh_TriadT57362
Tadh_TriadG51890	Tadh_TriadT51890
Tadh_TriadG33970	Tadh_TriadT33970
Tadh_wf_g5486	Tadh_wf_g5486.t1
Tadh_wf_g8705	Tadh_wf_g8705.t1
Tadh_TriadG54629	Tadh_TriadT54629
Tadh_TriadG61907	Tadh_TriadT61907
Tadh_TriadG56623	Tadh_TriadT56623
Tadh_orphan_2867	Tadh_orphan_2867
Tadh_orphan_1597	Tadh_orphan_1597
Tadh_TriadG57576	Tadh_TriadT57576
Tadh_orphan_1589	Tadh_orphan_1589
Tadh_wf_g7102	Tadh_wf_g7102.t1
Tadh_orphan_415	Tadh_orphan_415
Tadh_orphan_2263	Tadh_orphan_2263
Tadh_TriadG34396	Tadh_TriadT34396
Tadh_TriadG54038	Tadh_TriadT54038
Tadh_TriadG61852	Tadh_TriadT61852
Tadh_wf_g10799	Tadh_wf_g10799.t1
Tadh_orphan_180	Tadh_orphan_180
Tadh_TriadG62164	Tadh_TriadT62164
Tadh_orphan_2268	Tadh_orphan_2268
Tadh_TriadG55069	Tadh_TriadT55069
Tadh_wf_g6300	Tadh_wf_g6300.t1
Tadh_TriadG61729	Tadh_TriadT61729
Tadh_orphan_1923	Tadh_orphan_1923
