TrH2_hyp_clust10124.t1	DDE_Tnp_4
TrH2_TrispH2_003657-RA	NDUFA12
TrH2_TrispH2_003658-RA	adh_short
TrH2_TrispH2_003659-RA	RRM_8 RRM_5 RRM_1
TrH2_TrispH2_003660-RA	
TrH2_TrispH2_003661-RA	TRAM_LAG1_CLN8
TrH2_TrispH2_003662-RA	
TrH2_TrispH2_003663-RA	NIPSNAP NIPSNAP
TrH2_TrispH2_003664-RA	MIF4G
TrH2_TrispH2_003665-RA	Ank_2 GPCR_chapero_1
TrH2_TrispH2_003666-RA	CDC48_N CDC48_2 AAA AAA_lid_3 AAA AAA_lid_3 Vps4_C DUF2368
TrH2_TrispH2_003667-RA	Cauli_VI RNase_H
TrH2_TrispH2_003668-RA	Ank_2
TrH2_TrispH2_003669-RA	Alpha-amylase
TrH2_TrispH2_003670-RA	
TrH2_TrispH2_003671-RA	
TrH2_TrispH2_003672-RA	
TrH2_TrispH2_003673-RA	Membralin Membralin
TrH2_TrispH2_003674-RA	Med4
TrH2_TrispH2_003675-RA	F-box-like WD40 WD40
TrH2_TrispH2_003676-RA	HAUS-augmin3
TrH2_TrispH2_003677-RA	QLQ HSA SNF2_N Helicase_C SnAC Bromodomain
TrH2_TrispH2_003678-RA	Kringle ABC2_membrane_3 ABC_tran ABC2_membrane_3 ABC_tran
TrH2_TrispH2_003679-RA	
TrH2_TrispH2_003680-RA	NPC1_N NPC1_N Patched
TrH2_TrispH2_003681-RA	LysM TLD
TrH2_TrispH2_003682-RA	
TrH2_TrispH2_003683-RA	
TrH2_TrispH2_003684-RA	
TrH2_TrispH2_003685-RA	E2F_TDP E2F_CC-MB
TrH2_TrispH2_003686-RA	CX9C
TrH2_TrispH2_003687-RA	SAC3_GANP MCM3AP_GANP
TrH2_TrispH2_003688-RA	PXA PX
TrH2_TrispH2_003689-RA	Ank_5
TrH2_TrispH2_003690-RA	Kinesin
TrH2_TrispH2_003691-RA	REC114-like
TrH2_TrispH2_003692-RA	F-box-like
TrH2_TrispH2_003693-RA	
TrH2_TrispH2_003694-RA	EF-hand_7 EF-hand_6
TrH2_TrispH2_003695-RA	
TrH2_TrispH2_003696-RA	Gemin7
TrH2_TrispH2_003697-RA	CBFD_NFYB_HMF
TrH2_TrispH2_003698-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
TrH2_TrispH2_003699-RA	Ribosomal_L10 RL10P_insert Ribosomal_60s
TrH2_TrispH2_003700-RA	
TrH2_TrispH2_003701-RA	Myotub-related
TrH2_TrispH2_003702-RA	DUF4772
TrH2_TrispH2_003703-RA	7tm_3
TrH2_TrispH2_003704-RA	
TrH2_TrispH2_003705-RA	7tm_1
TrH2_TrispH2_003706-RA	ANF_receptor NCD3G 7tm_3
TrH2_TrispH2_003707-RA	RrnaAD
TrH2_TrispH2_003708-RA	DEAD Helicase_C DUF4217
TrH2_TrispH2_003709-RA	zf-RRN7
TrH2_TrispH2_003710-RA	CAP_GLY
TrH2_TrispH2_003711-RA	
TrH2_TrispH2_003712-RA	Bmt2
TrH2_TrispH2_003713-RA	Arf
TrH2_TrispH2_003714-RA	MBT MBT SLED SAM_1
TrH2_TrispH2_003715-RA	NDUF_B4
TrH2_TrispH2_003716-RA	RRM_1 RRM_1 NOPS
TrH2_TrispH2_003717-RA	
TrH2_TrispH2_003718-RA	
TrH2_TrispH2_003719-RA	Brix
TrH2_TrispH2_003720-RA	WD40 WD40 WD40
TrH2_TrispH2_003721-RA	SAICAR_synt AIRC
TrH2_TrispH2_003722-RA	GATase_6 Pribosyltran
TrH2_TrispH2_003723-RA	BCS1_N AAA
TrH2_TrispH2_003724-RA	7tm_1
TrH2_TrispH2_003725-RA	TPR_12 TPR_10 TPR_12 TPR_10 TPR_12 TPR_12 TPR_10
TrH2_TrispH2_003726-RA	Acetyltransf_1
TrH2_TrispH2_003727-RA	Acetyltransf_1
TrH2_TrispH2_003728-RA	Acetyltransf_1
TrH2_TrispH2_003729-RA	Acetyltransf_1
TrH2_TrispH2_003730-RA	TPR_12
TrH2_TrispH2_003731-RA	FAD_binding_3
TrH2_TrispH2_003732-RA	Pkinase
TrH2_TrispH2_003733-RA	DAG1
TrH2_TrispH2_003734-RA	Peptidase_M76
TrH2_TrispH2_003735-RA	IgGFc_binding EGF EGF EGF hEGF hEGF EGF EGF EGF_CA EGF EGF hEGF EGF GAIN 7tm_2 CCDC66
TrH2_TrispH2_003736-RA	GBP
TrH2_TrispH2_003737-RA	I-set Ig_3 Pkinase_Tyr
TrH2_TrispH2_003738-RA	Caveolin
TrH2_TrispH2_003739-RA	Peptidase_M20 M20_dimer
TrH2_TrispH2_003740-RA	Hist_deacetyl
TrH2_TrispH2_003741-RA	Seryl_tRNA_N tRNA-synt_2b ThiF E2_bind
TrH2_TrispH2_003742-RA	
TrH2_TrispH2_003743-RA	
TrH2_TrispH2_003744-RA	cNMP_binding
TrH2_TrispH2_003745-RA	DUF4147 MOFRL
TrH2_TrispH2_003746-RA	BTB BACK Kelch_1 Kelch_1
TrH2_TrispH2_003747-RA	Bromo_TP PHD
TrH2_TrispH2_003748-RA	SET
TrH2_TrispH2_003749-RA	
TrH2_TrispH2_003750-RA	DUF4062
TrH2_TrispH2_003751-RA	DUF4062
TrH2_TrispH2_003752-RA	DUF4062
TrH2_TrispH2_003753-RA	DUF4062
TrH2_TrispH2_003754-RA	DUF4062
TrH2_TrispH2_003755-RA	DUF4062
TrH2_TrispH2_003756-RA	VWA_N VWA VGCC_alpha2
TrH2_TrispH2_003757-RA	G-patch
TrH2_TrispH2_003758-RA	HLH
TrH2_TrispH2_003759-RA	LEM MSC
TrH2_TrispH2_003760-RA	
TrH2_TrispH2_003761-RA	
TrH2_TrispH2_003762-RA	VWA_N VWA VGCC_alpha2
TrH2_TrispH2_003763-RA	Plant_NMP1
TrH2_TrispH2_003764-RA	DUF4097
TrH2_TrispH2_003765-RA	FERM_N FERM_M FERM_C CUPID
TrH2_TrispH2_003766-RA	DOCK_N DOCK-C2 DHR-2 DHR-2
TrH2_TrispH2_003767-RA	
TrH2_TrispH2_003768-RA	WAC_Acf1_DNA_bd DDT
TrH2_TrispH2_003769-RA	Lectin_C
TrH2_TrispH2_003770-RA	EMC3_TMCO1
TrH2_TrispH2_003771-RA	ANF_receptor NCD3G 7tm_3
TrH2_TrispH2_003772-RA	p450
TrH2_TrispH2_003773-RA	ANF_receptor NCD3G 7tm_3
TrH2_TrispH2_003774-RA	tRNA-synt_1 Anticodon_1
TrH2_TrispH2_003775-RA	Cast
TrH2_TrispH2_003776-RA	Ephrin_lbd
TrH2_TrispH2_003777-RA	Ephrin_lbd
TrH2_TrispH2_003778-RA	Ephrin_rec_like fn3
TrH2_TrispH2_003779-RA	Exo_endo_phos
TrH2_TrispH2_003780-RA	Exo_endo_phos
TrH2_TrispH2_003781-RA	TIMP
TrH2_TrispH2_003782-RA	ZZ EF-hand_1 EF-hand_7
TrH2_TrispH2_003783-RA	
TrH2_TrispH2_003784-RA	PNP_UDP_1
TrH2_TrispH2_003785-RA	Scs3p
TrH2_TrispH2_003786-RA	
TrH2_TrispH2_003787-RA	dsDNA_bind
TrH2_TrispH2_003788-RA	CLPTM1
TrH2_TrispH2_003789-RA	MYCBPAP
TrH2_TrispH2_003790-RA	LLC1
TrH2_TrispH2_003791-RA	GCIP
TrH2_TrispH2_003792-RA	
TrH2_TrispH2_003793-RA	
TrH2_TrispH2_003794-RA	
TrH2_TrispH2_003795-RA	
TrH2_TrispH2_003796-RA	Meckelin
TrH2_TrispH2_003797-RA	PDZ PH_17 PH
TrH2_TrispH2_003798-RA	RWD UPF0029
TrH2_TrispH2_003799-RA	DEAD SPRY Helicase_C
TrH2_TrispH2_003800-RA	
TrH2_TrispH2_003801-RA	TIG Sec5
TrH2_TrispH2_003802-RA	Fucokinase
TrH2_TrispH2_003803-RA	TH1
TrH2_TrispH2_003804-RA	PAC2
TrH2_TrispH2_003805-RA	UPF0547
TrH2_TrispH2_003806-RA	Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR Cys_rich_FGFR
TrH2_TrispH2_003807-RA	CPT_N Carn_acyltransf
TrH2_TrispH2_003808-RA	CPT_N Carn_acyltransf
TrH2_TrispH2_003809-RA	CNOT1_HEAT CNOT1_TTP_bind CNOT1_CAF1_bind DUF3819 Not1
TrH2_TrispH2_003810-RA	Cyclin_N Cyclin_C
TrH2_TrispH2_003811-RA	LSM
TrH2_TrispH2_003812-RA	BtpA
TrH2_TrispH2_003813-RA	DOR
TrH2_TrispH2_003814-RA	Snf7
TrH2_TrispH2_003815-RA	Formin_GBD_N FH2
TrH2_TrispH2_003816-RA	Arv1
TrH2_TrispH2_003817-RA	
TrH2_TrispH2_003818-RA	Epimerase
TrH2_TrispH2_003819-RA	MDD_C
TrH2_TrispH2_003820-RA	FHA BRCT NIBRIN_BRCT_II Nbs1_C
TrH2_TrispH2_003821-RA	
TrH2_TrispH2_003822-RA	
TrH2_TrispH2_003823-RA	Syja_N
TrH2_TrispH2_003824-RA	MRPL52
TrH2_TrispH2_003825-RA	AA_permease_2
TrH2_TrispH2_003826-RA	AA_permease_2
TrH2_TrispH2_003827-RA	MORN MORN MORN MORN MORN
TrH2_TrispH2_003828-RA	eIF-5_eIF-2B
TrH2_TrispH2_003829-RA	adh_short
TrH2_TrispH2_003830-RA	adh_short
TrH2_TrispH2_003831-RA	LRR_9
TrH2_TrispH2_003832-RA	p25-alpha
TrH2_TrispH2_003833-RA	RNA_pol_L RNA_pol_A_bac
TrH2_TrispH2_003834-RA	Ion_trans_2 TrkA_N BK_channel_a
TrH2_TrispH2_003835-RA	UQ_con
TrH2_TrispH2_003836-RA	SPRY CLTH
TrH2_TrispH2_003837-RA	LRR_9
TrH2_TrispH2_003838-RA	Histone Histone_H2A_C
TrH2_TrispH2_003839-RA	TRAPPC-Trs85
TrH2_TrispH2_003840-RA	PX
TrH2_TrispH2_003841-RA	
TrH2_TrispH2_003842-RA	Filamin Glyco_transf_90
TrH2_TrispH2_003843-RA	HMG_box
TrH2_TrispH2_003844-RA	PrmA
TrH2_TrispH2_003845-RA	
TrH2_TrispH2_003846-RA	Helicase_C HA2 OB_NTP_bind
TrH2_TrispH2_003847-RA	M20_dimer
TrH2_TrispH2_003848-RA	UPRTase
TrH2_TrispH2_003849-RA	
TrH2_TrispH2_003850-RA	GFO_IDH_MocA
TrH2_TrispH2_003851-RA	SIR2
TrH2_TrispH2_003852-RA	Ctf8
TrH2_TrispH2_003853-RA	Avidin
TrH2_TrispH2_003854-RA	7tm_1
TrH2_TrispH2_003855-RA	GAS
TrH2_TrispH2_003856-RA	LRR_8
TrH2_TrispH2_003857-RA	Rab5ip
TrH2_TrispH2_003858-RA	Mss4
TrH2_TrispH2_003859-RA	BRO1
TrH2_TrispH2_003860-RA	Abhydrolase_1
TrH2_TrispH2_003861-RA	Glucosamine_iso
TrH2_TrispH2_003862-RA	
TrH2_TrispH2_003863-RA	Aminotran_1_2
TrH2_TrispH2_003864-RA	His_Phos_2 His_Phos_2
TrH2_TrispH2_003865-RA	UCR_TM Rieske
TrH2_TrispH2_003866-RA	
TrH2_TrispH2_003867-RA	Pkinase Pkinase
TrH2_TrispH2_003868-RA	DEAD Helicase_C
TrH2_TrispH2_003869-RA	UCH
TrH2_TrispH2_003870-RA	HLH
TrH2_TrispH2_003871-RA	HLH
TrH2_TrispH2_003872-RA	HLH
TrH2_TrispH2_003873-RA	TspO_MBR
TrH2_TrispH2_003874-RA	TspO_MBR
TrH2_TrispH2_003875-RA	SH3_9 PID
TrH2_TrispH2_003876-RA	Ribosomal_L23
TrH2_TrispH2_003877-RA	
TrH2_TrispH2_003878-RA	
TrH2_TrispH2_003879-RA	Mt_ATP-synt_B
TrH2_TrispH2_003880-RA	GCP_N_terminal GCP_C_terminal
TrH2_TrispH2_003881-RA	DUF1736 TPR_1 TPR_12 TPR_8 TPR_16 TPR_1
TrH2_TrispH2_003882-RA	CN_hydrolase NAD_synthase
TrH2_TrispH2_003883-RA	
TrH2_TrispH2_003884-RA	Cu2_monooxygen Cu2_monoox_C NHL NHL Kazal_2 Kazal_1 Kazal_2
TrH2_TrispH2_003885-RA	PH
TrH2_TrispH2_003886-RA	
TrH2_TrispH2_003887-RA	His_Phos_1
TrH2_TrispH2_003888-RA	SNase SNase SNase SNase TUDOR
TrH2_TrispH2_003889-RA	SAND
TrH2_TrispH2_003890-RA	
TrH2_TrispH2_003891-RA	Pkinase
TrH2_TrispH2_003892-RA	BAR SH3_1
TrH2_TrispH2_003893-RA	Abhydrolase_1
TrH2_TrispH2_003894-RA	Arf
TrH2_TrispH2_003895-RA	ETC_C1_NDUFA4
TrH2_TrispH2_003896-RA	Abhydrolase_1
TrH2_TrispH2_003897-RA	AMP-binding
TrH2_TrispH2_003898-RA	Glyco_hydro_30
TrH2_TrispH2_003899-RA	Ank_2 LEM
TrH2_TrispH2_003900-RA	FWWh
TrH2_TrispH2_003901-RA	PINIT zf-MIZ
TrH2_TrispH2_003902-RA	
TrH2_TrispH2_003903-RA	Ion_trans
TrH2_TrispH2_003904-RA	Peptidase_C26
TrH2_TrispH2_003905-RA	Ion_trans
TrH2_TrispH2_003906-RA	ETF ETF_alpha
TrH2_TrispH2_003907-RA	AAA AAA_lid_3
TrH2_TrispH2_003908-RA	C2 WW WW WW WW HECT
TrH2_TrispH2_003909-RA	RhoGEF PH_16
TrH2_TrispH2_003910-RA	ATG27
TrH2_TrispH2_003911-RA	TPR_8 TPR_8
TrH2_TrispH2_003912-RA	PC4
TrH2_TrispH2_003913-RA	4F5
TrH2_TrispH2_003914-RA	SMN
TrH2_TrispH2_003915-RA	
TrH2_TrispH2_003916-RA	KOW ribosomal_L24
TrH2_TrispH2_003917-RA	G-patch
TrH2_TrispH2_003918-RA	SH2 SH2 PH C2 RasGAP
TrH2_TrispH2_003919-RA	SH2
TrH2_TrispH2_003920-RA	
TrH2_TrispH2_003921-RA	PPTA PPTA
TrH2_TrispH2_003922-RA	Ank_2 zf-NADH-PPase NUDIX
TrH2_TrispH2_003923-RA	Keratin_assoc
TrH2_TrispH2_003924-RA	Ammonium_transp
TrH2_TrispH2_003925-RA	Filament LTD
TrH2_TrispH2_003926-RA	Filament
TrH2_TrispH2_003927-RA	Glyoxalase_4
TrH2_TrispH2_003928-RA	
TrH2_TrispH2_003929-RA	PDCD7
TrH2_TrispH2_003930-RA	Ribosomal_S17e
TrH2_TrispH2_003931-RA	R3H DEAD Helicase_C HA2 YTH YTH
TrH2_TrispH2_003932-RA	Sec1
TrH2_TrispH2_003933-RA	Bax1-I
TrH2_TrispH2_003934-RA	BTB BACK Kelch_1 Kelch_1 Kelch_1 Kelch_1
TrH2_TrispH2_003935-RA	DEAD Helicase_C
TrH2_TrispH2_003936-RA	eIF3_subunit
TrH2_TrispH2_003937-RA	Spatacsin_C
TrH2_TrispH2_003938-RA	EF_TS
TrH2_TrispH2_003939-RA	Ccdc124
TrH2_TrispH2_003940-RA	Guanylate_kin
TrH2_TrispH2_003941-RA	Thioredoxin NDK NDK NDK
TrH2_TrispH2_003942-RA	
TrH2_TrispH2_003943-RA	Spectrin Spectrin Spectrin
TrH2_TrispH2_003944-RA	p450
TrH2_TrispH2_003945-RA	p450
TrH2_TrispH2_003946-RA	PUB Rad4 PAW
TrH2_TrispH2_003947-RA	p450
TrH2_TrispH2_003948-RA	Oxysterol_BP
TrH2_TrispH2_003949-RA	APG6
TrH2_TrispH2_003950-RA	
TrH2_TrispH2_003951-RA	Cupin_8
TrH2_TrispH2_003952-RA	Acyltransferase
TrH2_TrispH2_003953-RA	Acyltransferase
TrH2_TrispH2_003954-RA	fn3
TrH2_TrispH2_003955-RA	MAM MAM EGF EGF MAM MAM Trypsin
TrH2_TrispH2_003956-RA	
TrH2_TrispH2_003957-RA	
TrH2_TrispH2_003958-RA	MAM MAM Trypsin
TrH2_TrispH2_003959-RA	Trypsin
TrH2_TrispH2_003960-RA	MAM MAM EGF MAM MAM Trypsin
TrH2_TrispH2_003961-RA	Pkinase
TrH2_TrispH2_003962-RA	EF-hand_5 EF-hand_7
TrH2_TrispH2_003963-RA	
TrH2_TrispH2_003964-RA	ANAPC8 TPR_6 TPR_8 TPR_11 TPR_8
TrH2_TrispH2_003965-RA	
TrH2_TrispH2_003966-RA	Ank_2 Ank_2 Ank_2 Pre-SET SET Ham1p_like
TrH2_TrispH2_003967-RA	MAM SRCR SRCR
TrH2_TrispH2_003968-RA	SRCR SRCR SRCR SRCR SRCR MAM SRCR MAM SRCR SRCR MAM
TrH2_TrispH2_003969-RA	
TrH2_TrispH2_003970-RA	SRCR SRCR
TrH2_TrispH2_003971-RA	EGF EGF EGF_CA EGF_CA EGF FXa_inhibition SRCR SRCR SRCR SRCR SRCR SRCR SRCR
TrH2_TrispH2_003972-RA	MAM
TrH2_TrispH2_003973-RA	CH RhoGEF PH C1_1 SH2 SH3_1
TrH2_TrispH2_003974-RA	Patatin
TrH2_TrispH2_003975-RA	SET zf-MYND
TrH2_TrispH2_003976-RA	MRP-S31
TrH2_TrispH2_003977-RA	
TrH2_TrispH2_003978-RA	Tau95_N Tau95
TrH2_TrispH2_003979-RA	zf-C3HC4_2 WD40 WD40
TrH2_TrispH2_003980-RA	
TrH2_TrispH2_003981-RA	
TrH2_TrispH2_003982-RA	Omp85
TrH2_TrispH2_003983-RA	Cyclin_N Cyclin_C_2
TrH2_TrispH2_003984-RA	PI3_PI4_kinase PI3_PI4_kinase
TrH2_TrispH2_003985-RA	Amidohydro_1
TrH2_TrispH2_003986-RA	WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_003987-RA	Cytochrom_C
TrH2_TrispH2_003988-RA	PK PK_C
TrH2_TrispH2_003989-RA	WD40 WD40 WD40 WD40 WD40 PFU PUL
TrH2_TrispH2_003990-RA	
TrH2_TrispH2_003991-RA	SHR-BD WWE VPS13_C ATG_C
TrH2_TrispH2_003992-RA	Zip
TrH2_TrispH2_003993-RA	zf-CCCH zf-CCCH_2 zf-C3HC4 zf-CCCH_2
TrH2_TrispH2_003994-RA	Pro_isomerase
TrH2_TrispH2_003995-RA	CUB CUB CUB
TrH2_TrispH2_003996-RA	Ank_2
TrH2_TrispH2_003997-RA	CUB CUB CUB
TrH2_TrispH2_003998-RA	TGT
TrH2_TrispH2_004000-RA	DPM2
TrH2_TrispH2_004001-RA	FKBP_C
TrH2_TrispH2_004002-RA	Cupin_8
TrH2_TrispH2_004003-RA	NT-C2
TrH2_TrispH2_004004-RA	Sen15
TrH2_TrispH2_004005-RA	BAT2_N
TrH2_TrispH2_004006-RA	Glyco_tranf_2_4 Glyco_transf_25
TrH2_TrispH2_004007-RA	
TrH2_TrispH2_004008-RA	DUF4455 DUF4456
TrH2_TrispH2_004009-RA	Ribonuclease_3 Ribonucleas_3_3 dsrm
TrH2_TrispH2_004010-RA	DUF1761
TrH2_TrispH2_004011-RA	DUF1761
TrH2_TrispH2_004012-RA	Ank_2 Ank_2 Ank_2 EF-hand_7 Ank_4
TrH2_TrispH2_004013-RA	KAP
TrH2_TrispH2_004014-RA	GRIP
TrH2_TrispH2_004015-RA	
TrH2_TrispH2_004016-RA	Proteasome Pr_beta_C
TrH2_TrispH2_004017-RA	N-glycanase_C
TrH2_TrispH2_004018-RA	Ephrin_lbd
TrH2_TrispH2_004019-RA	AMP-binding AMP-binding_C
TrH2_TrispH2_004020-RA	7tm_1
TrH2_TrispH2_004021-RA	Cpn60_TCP1
TrH2_TrispH2_004022-RA	EF-hand_5
TrH2_TrispH2_004023-RA	Gal_mutarotas_2 Glyco_hydro_31 DUF5110
TrH2_TrispH2_004024-RA	Peptidase_C2 Calpain_III
TrH2_TrispH2_004025-RA	SAP DUF382 PSP
TrH2_TrispH2_004026-RA	Pkinase
TrH2_TrispH2_004027-RA	Peptidase_M28
TrH2_TrispH2_004028-RA	GTP_cyclohydroI
TrH2_TrispH2_004029-RA	Trm112p
TrH2_TrispH2_004030-RA	SAM_1
TrH2_TrispH2_004031-RA	TPR_8
TrH2_TrispH2_004032-RA	E1_dh
TrH2_TrispH2_004033-RA	AAR2
TrH2_TrispH2_004034-RA	Diphthami_syn_2 Ribonuc_L-PSP Ribonuc_L-PSP
TrH2_TrispH2_004035-RA	Golgin_A5
TrH2_TrispH2_004036-RA	SNARE
TrH2_TrispH2_004037-RA	
TrH2_TrispH2_004038-RA	Methyltransf_28
TrH2_TrispH2_004039-RA	zf-C3HC4_5 MAT1
TrH2_TrispH2_004040-RA	Forkhead
TrH2_TrispH2_004041-RA	Rap_GAP
TrH2_TrispH2_004042-RA	
TrH2_TrispH2_004043-RA	TatD_DNase
TrH2_TrispH2_004044-RA	DEAD Helicase_C
TrH2_TrispH2_004045-RA	BRE
TrH2_TrispH2_004046-RA	
TrH2_TrispH2_004047-RA	
TrH2_TrispH2_004048-RA	MIase MIase
TrH2_TrispH2_004049-RA	Pecanex_C
TrH2_TrispH2_004050-RA	MRP-S23
TrH2_TrispH2_004051-RA	
TrH2_TrispH2_004052-RA	Sec63
TrH2_TrispH2_004053-RA	DEAD
TrH2_TrispH2_004054-RA	
TrH2_TrispH2_004055-RA	MFS_1
TrH2_TrispH2_004056-RA	MFS_1
TrH2_TrispH2_004057-RA	MFS_1
TrH2_TrispH2_004058-RA	MFS_1
TrH2_TrispH2_004059-RA	RRM_1 RRM_1
TrH2_TrispH2_004060-RA	SUI1
TrH2_TrispH2_004061-RA	Ubie_methyltran
TrH2_TrispH2_004062-RA	Dynein_light
TrH2_TrispH2_004063-RA	zf-PARP PADR1 BRCT PARP_reg PARP
TrH2_TrispH2_004064-RA	zf-PARP PADR1 WGR PARP_reg PARP
TrH2_TrispH2_004065-RA	Spond_N
TrH2_TrispH2_004066-RA	Spond_N Spond_N
TrH2_TrispH2_004067-RA	NO_synthase Flavodoxin_1 FAD_binding_1 NAD_binding_1
TrH2_TrispH2_004068-RA	Acyl-CoA_dh_M Acyl-CoA_dh_1 ACOX
TrH2_TrispH2_004069-RA	MORN MORN MORN MORN MORN MORN MORN
TrH2_TrispH2_004070-RA	BCDHK_Adom3 HATPase_c
TrH2_TrispH2_004071-RA	Orai-1
TrH2_TrispH2_004072-RA	JmjC JHD zf-CXXC PHD_4
TrH2_TrispH2_004073-RA	
TrH2_TrispH2_004074-RA	7tm_1
TrH2_TrispH2_004075-RA	Myosin_head Myosin_TH1
TrH2_TrispH2_004076-RA	GIY-YIG
TrH2_TrispH2_004077-RA	
TrH2_TrispH2_004078-RA	
TrH2_TrispH2_004079-RA	
TrH2_TrispH2_004080-RA	DUF647
TrH2_TrispH2_004081-RA	EF-hand_7 EF-hand_7
TrH2_TrispH2_004082-RA	BRO1
TrH2_TrispH2_004083-RA	Pkinase Pkinase_C Pkinase
TrH2_TrispH2_004084-RA	GTP_EFTU IF-2
TrH2_TrispH2_004085-RA	ubiquitin Ribosomal_S27
TrH2_TrispH2_004086-RA	SHIPPO-rpt SHIPPO-rpt
TrH2_TrispH2_004087-RA	TPR_8 TPR_8
TrH2_TrispH2_004088-RA	Pacs-1
TrH2_TrispH2_004089-RA	zf-PARP zf-PARP PADR1 BRCT WGR PARP_reg PARP
TrH2_TrispH2_004090-RA	Arginase
TrH2_TrispH2_004091-RA	Actin
TrH2_TrispH2_004092-RA	
TrH2_TrispH2_004093-RA	MRP-S33
TrH2_TrispH2_004094-RA	LRR_9
TrH2_TrispH2_004095-RA	BTB BACK Kelch_1 Kelch_1 Kelch_1 Kelch_1
TrH2_TrispH2_004096-RA	TPR_16
TrH2_TrispH2_004097-RA	ILEI GNT-I
TrH2_TrispH2_004098-RA	TGT
TrH2_TrispH2_004099-RA	DUF4660
TrH2_TrispH2_004100-RA	Pkinase
TrH2_TrispH2_004101-RA	WD40 WD40 WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_004102-RA	Na_H_Exchanger
TrH2_TrispH2_004103-RA	TSP_1 FXa_inhibition EGF_CA EGF_CA EGF_CA EGF_CA EGF_CA EGF_CA EGF_CA EGF_CA
TrH2_TrispH2_004104-RA	TFIIS_C
TrH2_TrispH2_004105-RA	WD40 WD40
TrH2_TrispH2_004106-RA	Rhodanese Rhodanese
TrH2_TrispH2_004107-RA	Amidinotransf
TrH2_TrispH2_004108-RA	ubiquitin
TrH2_TrispH2_004109-RA	PMT MIR PMT_4TMC
TrH2_TrispH2_004110-RA	SHIPPO-rpt SHIPPO-rpt
TrH2_TrispH2_004111-RA	Peptidase_M16 Peptidase_M16_C
TrH2_TrispH2_004112-RA	Pkinase
TrH2_TrispH2_004113-RA	COG7
TrH2_TrispH2_004114-RA	ECR1_N KH_6
TrH2_TrispH2_004115-RA	
TrH2_TrispH2_004116-RA	Prefoldin_2
TrH2_TrispH2_004117-RA	WD40 WD40 ANAPC4_WD40 WD40
TrH2_TrispH2_004118-RA	
TrH2_TrispH2_004119-RA	
TrH2_TrispH2_004120-RA	cNMP_binding cNMP_binding cNMP_binding Patatin
TrH2_TrispH2_004121-RA	MAPEG
TrH2_TrispH2_004122-RA	Pkinase
TrH2_TrispH2_004123-RA	
TrH2_TrispH2_004124-RA	MORN MORN
TrH2_TrispH2_004125-RA	Ribosomal_L7Ae
TrH2_TrispH2_004126-RA	Med22
TrH2_TrispH2_004127-RA	SURF1
TrH2_TrispH2_004128-RA	Urm1
TrH2_TrispH2_004129-RA	7tm_1
TrH2_TrispH2_004130-RA	
TrH2_TrispH2_004131-RA	7tm_1
TrH2_TrispH2_004132-RA	7tm_1
TrH2_TrispH2_004133-RA	VWA
TrH2_TrispH2_004134-RA	DUF5598 NAPRTase
TrH2_TrispH2_004135-RA	DUF1751
TrH2_TrispH2_004136-RA	Ank_2
TrH2_TrispH2_004137-RA	7tm_1
TrH2_TrispH2_004138-RA	7tm_1
TrH2_TrispH2_004139-RA	7tm_1
TrH2_TrispH2_004140-RA	Ribosomal_L29
TrH2_TrispH2_004141-RA	Sep15_SelM
TrH2_TrispH2_004142-RA	BTB BACK Kelch_1 Kelch_1 Kelch_1 Kelch_1 Kelch_1 Kelch_1
TrH2_TrispH2_004143-RA	Putative_PNPOx PNP_phzG_C
TrH2_TrispH2_004144-RA	Tfb2 Tfb2_C
TrH2_TrispH2_004145-RA	UPF0184
TrH2_TrispH2_004146-RA	DHHC
TrH2_TrispH2_004147-RA	ADK ADK ADK
TrH2_TrispH2_004148-RA	
TrH2_TrispH2_004149-RA	
TrH2_TrispH2_004150-RA	GOLGA2L5
TrH2_TrispH2_004151-RA	Gln-synt_N Gln-synt_C
TrH2_TrispH2_004152-RA	Cnn_1N
TrH2_TrispH2_004153-RA	Sulfotransfer_2
TrH2_TrispH2_004154-RA	zf-C3HC4_3
TrH2_TrispH2_004155-RA	
TrH2_TrispH2_004156-RA	Aldedh
TrH2_TrispH2_004157-RA	Dynactin_p22
TrH2_TrispH2_004158-RA	Ubiquitin_2 CAP_GLY
TrH2_TrispH2_004159-RA	ANAPC5
TrH2_TrispH2_004160-RA	tRNA-synt_1 Anticodon_1
TrH2_TrispH2_004161-RA	WW Rotamase
TrH2_TrispH2_004162-RA	
TrH2_TrispH2_004163-RA	CK_II_beta
TrH2_TrispH2_004164-RA	LRR_8 SAM_1 zf-C3HC4_3
TrH2_TrispH2_004165-RA	Ribosomal_S7
TrH2_TrispH2_004166-RA	Band_7
TrH2_TrispH2_004167-RA	T-box
TrH2_TrispH2_004168-RA	
TrH2_TrispH2_004169-RA	
TrH2_TrispH2_004170-RA	Sad1_UNC
TrH2_TrispH2_004171-RA	FKBP_C
TrH2_TrispH2_004172-RA	AhpC-TSA 1-cysPrx_C
