TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_109	-0.36182088	1.9220303
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_206	-9.318013	-4.0613756
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_131	6.3541503	4.003608
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_94	-1.7492337	1.333674
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_94	0.13517788	1.0617626
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_53	5.3620176	12.155131
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_74	13.69081	-3.052936
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_214	-4.964706	-11.503894
peptidergic_theta	royalblue3	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_205	-1.7726167	-8.1407995
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_31	-12.13657	3.9898474
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	9.980456	-11.631509
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_210	15.995996	-7.9882503
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_102	-0.8168371	2.3481665
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_34	-12.395631	4.1203527
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	12.59483	-1.637732
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-12.09057	3.8600495
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_104	-0.76153857	2.6642854
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_113	0.1255268	0.70734054
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	8.066284	12.785585
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_145	7.577894	9.1326
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_34	-12.624723	3.7957413
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_145	7.524552	9.216811
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_83	13.71901	-1.5030326
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	10.324394	4.6840715
peptidergic_nu	cyan4	48	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_216	5.782539	-14.405148
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_31	-12.445872	3.3843215
epithelia_unknown_1	plum3	55	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_130	4.4693103	5.424577
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_83	13.776492	-1.8556663
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_104	-0.579865	2.559881
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	9.017275	5.3254795
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_26	-12.049866	4.1629534
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_196	12.222974	19.223774
epithelia_dorsal_like	mediumorchid4	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_173	21.944233	-3.089309
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_211	1.2869716	-5.8368907
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_43	9.709889	-11.583141
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_26	-11.9982195	4.1607056
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	8.866936	5.459252
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	13.247942	-1.5136096
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_56	8.192547	13.303979
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	3.7847168	12.106178
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	5.441884	-6.905812
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_10	-11.299221	4.5716085
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_141	8.294618	9.462051
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_135	7.195491	9.477852
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_143	8.298794	9.191347
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	0.13434616	0.73126733
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	9.387695	13.404082
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_142	8.299026	8.9887495
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_149	9.314204	6.9765954
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_123	6.7276196	4.4498315
epithelia_gland_like	orange	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_120	8.072411	6.1991796
peptidergic_iota_like	deepskyblue1	56	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_209	17.99929	17.694529
gland_1	darkorange3	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_113	11.276847	19.445393
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_148	6.7252593	6.860492
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	9.312909	13.461684
gland_1	darkorange3	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_110	-8.371083	1.0287004
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_214	-5.030768	-11.554737
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	1.5042695	12.670134
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_25	-12.33423	3.9740968
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_86	13.171831	-1.4503131
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_46	6.4187255	16.182375
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_208	-9.260935	-4.031428
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_106	-0.6022152	2.589545
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_18	-11.647092	3.7449734
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_211	1.207673	-5.522732
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_25	-10.64665	4.204592
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	-2.0812073	10.571137
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_166	1.7383643	10.096854
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_19	-12.205494	4.2608094
peptidergic_delta	skyblue3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_200	15.518603	-11.23797
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_19	-11.796829	4.2723913
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_141	8.220514	9.43077
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	-0.264232	1.2820319
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	3.9263504	12.664593
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_25	-10.724061	4.271482
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_195	11.343834	19.320894
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_141	8.662685	9.248444
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_31	-12.461203	3.3933597
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_30	-12.256475	3.7536309
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_100	-0.19716822	2.1710455
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_126	6.320175	3.7071195
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_129	8.577999	7.23563
epithelia_gland_like	orange	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_124	8.672242	9.251708
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_13	-11.18291	4.6532097
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	9.304567	13.443324
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_97	-0.75302815	0.70019716
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_34	-12.719295	3.6532764
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_116	-0.5846945	2.2477071
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	-2.092753	10.559114
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_35	-12.563882	3.6380122
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_137	7.8173566	9.008834
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	9.686404	-11.551713
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_11	-10.291135	4.511035
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_38	-0.8389551	2.5481555
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_150	6.963914	6.587971
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_161	7.1154575	9.518933
peptidergic_progenitors	blueviolet	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_194	7.704663	9.656463
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_195	11.31318	19.359024
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	8.865687	5.4782367
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_148	8.2262535	7.674228
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	6.8703895	9.834792
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_134	8.858105	9.231801
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_124	8.830664	7.8988657
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	9.6849985	-11.604419
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_21	-10.568064	4.2653103
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_110	-0.2062974	2.000221
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.172431	-3.3403215
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_210	15.962699	-7.958497
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_97	0.6333673	1.5764748
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	9.677838	4.937915
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_211	1.285818	-5.8363895
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	1.5691577	12.679112
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_95	-1.5907875	1.7140857
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_30	-11.747973	3.7363007
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	-0.57413036	2.024394
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	1.1479328	-5.352497
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_127	8.221831	7.3936934
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_34	-12.741414	3.7952905
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_132	-3.6662483	9.592012
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_55	8.060898	13.224608
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_131	6.375059	3.7747216
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_121	9.378076	6.935803
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_142	8.755319	9.4197235
unknown_2.4	darkolivegreen3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	5.4252768	-6.8870916
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	9.946564	4.820904
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_11	-10.324919	4.5113792
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_88	12.553914	-3.3003001
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	8.958295	5.588213
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_125	6.541326	4.0345573
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_95	-1.3766565	2.0965786
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-11.384608	4.0295606
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_18	-10.289084	4.3214173
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	1.1469558	-5.353838
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_86	13.167498	-1.3459151
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_102	-0.6848082	2.3037758
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_134	5.057037	6.8904943
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_167	1.6877841	10.131813
gland_1	darkorange3	52	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_110	-7.6843314	10.274201
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_143	8.283688	9.062923
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_211	1.2795694	-5.819961
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_196	12.283005	19.257101
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_33	-12.657589	3.5654137
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_105	-1.5962129	1.0442859
peptidergic_iota_like	deepskyblue1	56	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_209	18.028172	17.748482
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_202	21.83425	-2.9786792
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_122	7.679401	6.0749884
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_109	0.13574181	1.6831149
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_127	7.825971	6.259982
peptidergic_mu_like	cyan3	46	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	-3.6571236	9.566382
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_115	-0.5588615	0.94275606
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_210	16.004284	-7.9956174
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_131	6.342571	3.6945405
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_150	6.973818	6.5161505
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_104	0.11103544	1.4252179
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_73	13.801768	-2.9620922
peptidergic_eta	royalblue1	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_204	-3.6217098	13.859202
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	8.059618	12.821013
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_132	6.216966	3.7280831
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_137	7.225678	9.412439
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_74	13.798583	-2.9082808
peptidergic_gamma	skyblue1	52	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_198	-7.6755314	10.282177
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_13	-10.452203	4.482837
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_148	6.6165404	6.998578
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_12	-12.517242	3.8833067
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	9.411767	13.358506
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_38	-0.9136877	2.6418865
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_18	-10.311891	4.4764495
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_113	0.04932392	1.4137716
epithelia_dorsal_like	mediumorchid4	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_173	3.3356075	11.933593
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_107	-0.51977324	2.118968
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_99	-0.6557397	2.5846457
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_58	8.017451	13.329096
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_142	9.388652	7.0894628
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_165	1.7922856	10.71355
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_156	6.492974	9.532429
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_16	-10.493005	4.1443233
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_100	-0.62948847	2.6926928
epithelia_ventral	orchid1	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_150	7.858484	7.535636
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	8.93569	5.3890305
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_181	3.5089478	12.850792
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-12.126073	4.1791983
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_126	6.3092785	3.6484463
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_166	1.7184952	10.235767
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_85	13.277162	-1.4611726
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_55	8.121401	13.295197
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-12.62274	3.4563935
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_131	6.3670573	3.738462
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	9.747288	-11.553321
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-12.076529	4.1713967
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_46	6.443111	16.154278
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_118	-0.07268938	1.6936663
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_131	6.903255	9.605518
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_217	-3.7746222	10.930813
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-12.34692	3.389658
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-12.795327	3.6678536
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	9.6525345	-11.6179285
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	3.9625568	13.140952
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_48	8.883707	5.4397206
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_191	1.660458	12.760515
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_202	21.898975	-3.0425966
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_36	-12.715465	3.8010354
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	2.6541197	11.500077
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_162	6.904092	9.739564
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_140	6.940187	9.628042
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_143	8.236611	9.16836
peptidergic_delta	skyblue3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_200	15.55242	-11.2323675
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	12.828251	-1.5234591
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_97	-1.9013547	1.680365
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-12.270282	4.193952
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_138	6.961079	8.831116
