Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	7.6432366	11.1485615
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	7.3166313	8.136384
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_189	14.23372	-6.467317
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	9.344865	5.5814433
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	13.37241	3.2724972
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	9.832202	6.7090206
peptidergic_theta	royalblue3	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_176	-4.515083	6.2193737
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	13.171022	3.2432384
unknown_2.1	darkolivegreen3	52	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	-2.7198832	10.095106
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	-4.907631	0.46357095
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	11.495551	1.9538046
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	7.044755	11.401132
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	-13.0513525	0.24266142
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	3.5801635	-3.4975553
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_11	4.654431	-2.1596012
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	-13.094506	0.31919396
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	4.1259313	-3.6051044
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	12.967725	3.3167465
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	9.361592	5.535053
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	-7.6913295	20.536953
trans_gland_epithelia	gray45	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	11.53832	1.842109
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	9.465293	5.6793613
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	9.862558	6.379094
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	-11.365005	0.28558472
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	12.961274	3.3201861
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	8.894361	9.539187
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	3.820621	-3.8394747
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	-13.028167	-0.02133728
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	-12.918132	-0.2722132
peptidergic_epsilon	steelblue1	53	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	17.313211	20.030704
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	-11.417639	0.016213143
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	-12.345458	0.82396656
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_91	-7.6984124	20.544094
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	13.4786005	3.2839932
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	8.4647455	9.244937
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	10.269337	5.9055285
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	-11.434664	0.9338189
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	9.903953	6.102598
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_149	8.712439	9.913598
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_155	7.4691477	11.16889
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	4.214831	-2.2884853
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	-4.39565	5.876024
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	8.468191	9.074185
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_31	-1.6073126	15.956784
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	-12.575593	0.79884404
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	9.727463	6.0792933
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	9.494386	23.32132
peptidergic_progenitors	blueviolet	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_164	20.884247	10.216318
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_67	-11.505119	-0.57531214
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_189	14.226201	-6.469974
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	11.544695	2.0465107
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	-13.125046	0.2546668
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_126	9.607577	5.2856483
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_185	-3.2901063	3.1183622
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	-12.774754	0.5575023
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	11.521427	1.8923186
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_47	-11.8508005	0.91574293
epithelia_unknown_2	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	10.131902	5.0328546
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	7.3136725	8.227347
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_91	-7.644732	20.490438
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	8.5527525	3.459694
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	-1.2675369	16.091074
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	7.501993	11.203494
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	-12.711949	0.7754509
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	3.742958	-3.7544808
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	12.535027	3.241586
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	-11.850999	0.32922274
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	9.563818	5.857127
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_173	-10.128617	8.928305
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_92	11.316632	1.8612636
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_111	8.405828	5.790303
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	8.61372	9.298874
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	12.942283	3.3376179
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	-12.939469	0.38000762
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_166	21.044832	10.34381
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	8.57107	9.124796
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	8.9218445	9.539114
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	13.353906	3.292406
peptidergic_mu_like	cyan3	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_187	5.04424	-13.512442
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	-13.179226	0.30015615
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_126	9.993201	5.518895
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	10.616959	2.3219945
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	3.9652126	-3.7369833
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	-8.08851	13.802744
peptidergic_gamma_like	skyblue1	49	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_169	-3.639809	-7.2363563
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	-3.6351817	2.979699
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	9.773395	7.188239
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	-12.379596	0.5886939
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	3.8451765	-3.7771897
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	-11.721093	0.24970955
unknown_2.1	darkolivegreen3	52	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	-2.760923	10.061681
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_148	8.883052	9.7537565
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	9.498421	23.31439
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_96	11.345804	2.6053188
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	9.156377	3.6372187
trans_epithelia_dorsal_ventral	gray95	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_141	12.874484	3.472404
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	10.37031	4.1040154
unknown_2.1	darkolivegreen3	52	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	-2.7306645	10.148179
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	20.581799	10.059227
peptidergic_beta	dodgerblue3	44	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	13.662342	19.501678
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	-13.1119995	0.35613072
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	8.954529	9.555027
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	3.787833	-3.7342143
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	11.5835085	1.9185524
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	-11.322322	-2.3074722
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	12.801334	3.3602865
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	4.519201	-2.3427792
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_28	4.1094155	22.924126
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	9.036588	3.199557
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.5989203	23.616325
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	11.484797	2.1214654
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	11.482081	2.8063974
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	-13.174137	0.35182902
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_92	11.432901	1.8946608
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	9.48014	5.8240166
trans_gland_epithelia	gray45	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_75	-12.966989	0.24154155
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	11.541835	3.1054761
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_157	7.933169	9.641811
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_19	3.821688	-1.6314574
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	22.242496	4.3490033
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	9.3216915	5.6302047
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	14.881228	-10.723272
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_19	4.812626	-2.2500424
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	11.180044	3.114879
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	20.556206	10.037836
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	3.8900979	-3.8850656
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_150	8.145126	9.829416
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	-12.843099	0.55561846
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	13.18599	3.3681166
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	-13.067242	0.45754528
epithelia_ventral	orchid1	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_124	13.507508	3.516847
epithelia_ventral	orchid1	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	13.486966	3.4718258
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_173	-10.105595	8.949
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	12.720946	3.2532682
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	9.472127	5.81418
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	-13.164456	0.4023348
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_81	8.446085	3.3709145
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_184	-3.2490077	3.1475422
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	-11.844776	0.52568275
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	-13.2259445	0.3036267
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	3.763456	-3.8707528
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	-11.697304	1.0532496
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	3.5534523	-3.6961215
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	-11.280828	0.84332216
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	9.860013	6.8078628
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_137	9.621481	7.4272676
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	4.4132986	-3.2837346
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	20.594845	10.070708
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_91	-7.6929755	20.539198
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	-13.122532	0.3602833
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_49	-11.052042	0.7631999
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	7.5718822	11.22131
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	8.570897	9.184177
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_97	11.631016	2.4463124
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_185	-3.2531247	3.1518993
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	3.8787541	-3.8705513
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	13.17607	3.2008538
epithelia_unknown_2	plum3	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	9.972934	4.8273726
peptidergic_lambda	cyan2	41	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_181	20.179258	15.483101
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	-10.562368	0.649277
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	9.4213705	-11.173725
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	8.773018	9.323041
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	12.963248	3.2912421
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_185	-3.2767153	3.1322956
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	3.723861	-3.8439188
peptidergic_mu	cyan3	32	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_183	1.8365029	-10.085104
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	-3.604931	2.9960752
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	-12.929339	0.39216068
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	7.6322556	11.280632
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	7.4244	8.065167
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_173	-10.149698	8.908032
trans_gland_epithelia	gray45	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	-11.739777	0.43190816
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	-11.242681	0.90265834
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	8.784609	9.402707
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	-11.56205	-0.9538101
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_175	4.818313	-8.220621
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_92	11.315979	1.7917151
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	8.78744	9.357176
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	10.489868	2.3405013
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	-12.607159	0.88193965
peptidergic_mu_like	cyan3	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_187	5.043323	-13.513143
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.4708405	23.473585
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	9.447978	23.286676
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.5337377	23.5433
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	3.9131072	-3.7210789
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_140	8.57872	7.1560154
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	22.220488	4.323841
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	-3.6432765	2.993271
trans_gland_epithelia	gray45	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	8.002933	2.5480285
unknown_2.1	darkolivegreen3	52	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	-2.7367089	10.086897
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	11.130881	2.0926237
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_111	8.507032	5.729633
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	3.7487857	-3.8076622
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_19	4.7810698	-2.0857162
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	-8.074845	13.766742
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_91	-7.7101345	20.555716
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	8.816028	3.6961591
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	-13.238553	0.3871755
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	20.581884	10.059011
peptidergic_beta	dodgerblue3	44	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	13.572704	19.397758
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	-12.733982	0.44710904
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_189	14.211725	-6.4892564
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	9.860484	6.936496
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	9.855173	6.6393642
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	13.138994	3.290328
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	8.270059	8.949999
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	-11.595144	0.6388588
